gene,log2FC,FDR,mean_tumor_tpm,mut_freq_pct,km_logrank_p,apc_spearman_r,apc_spearman_p,prognostic,apc_positive
SYT13,2.0657333164258738,0.002659186681491632,6.704176138433516,2.1696252465483234,0.0015971025514591698,0.016454302782022086,0.7004715909367873,True,True
ESPN,2.0657038300259294,1.8890894174658328e-11,32.36674134790528,2.7613412228796843,0.5364739748362772,-0.03087228690287379,0.47036569923515636,False,False
RAD51AP1,2.062104278945361,1.4201184842585921e-14,15.485324408014574,3.353057199211045,0.25235765397970655,0.029868591923819847,0.4849244566384328,False,True
KRT23,2.061935820219467,1.1838239489142352e-07,61.446920582877965,3.7475345167652856,0.0859415997465806,0.09386020066647088,0.027873744557871553,False,True
DTL,2.0616390060609886,5.33640056914348e-16,13.97612586520947,3.7475345167652856,0.24488907135120347,-0.01891457352029328,0.6583357598127604,False,False
CKAP2L,2.0587867709660945,1.9258815055397155e-17,6.140244626593807,2.7613412228796843,0.06075265777025317,0.001767852027514586,0.9670346362552067,False,True
KIF14,2.05518146591602,6.905730279405191e-18,5.305777413479054,10.256410256410255,0.007313571778620059,-0.015065795779937496,0.7246745638088996,True,False
TRIM15,2.050824531445381,1.8945376700803497e-13,3.4858398907103822,2.7613412228796843,0.149597798007807,0.15038989973714761,0.0004064720185350946,False,True
SERPINA1,2.0482756602118384,4.734839547921366e-05,277.1558795992714,2.7613412228796843,0.11514300911415229,0.2571839249259376,9.629074036223758e-10,False,True
MAGEA11,2.0415415949616795,2.0131980953552207e-05,3.1674422586520947,4.142011834319527,0.13175921707067312,-0.04747782856864429,0.26676989858488886,False,False
E2F7,2.0383012891987913,1.9352348349625922e-16,5.513892531876138,5.719921104536489,0.49086678321377486,0.09955987176636076,0.01963529166327012,False,True
TBX18,2.036280955218284,0.019044938538334936,7.137378870673953,3.7475345167652856,0.6702009182991371,-0.08671041787484214,0.04226659184758627,False,False
EPS8L3,2.033277598958798,0.00011597064987554295,4.4831424408014575,3.155818540433925,0.088931458714533,0.10604099829846203,0.012919901940650085,False,True
LIPG,2.03305212625189,8.865226701587878e-13,5.803934608378871,3.5502958579881656,0.027110785747851317,-0.0606283971702184,0.1560051139738136,True,False
EPCAM,2.0291579483137667,1.6725950679293918e-16,729.5838930783242,2.366863905325444,0.670250684763821,-0.06033062466232265,0.1580513100337391,False,False
MAGEC2,2.027844219015172,0.019439363450000614,3.246975591985428,3.7475345167652856,0.021364110166237477,0.009502582085647042,0.8241969994045418,True,True
SERPINB5,2.026235445491434,6.372532874915109e-07,5.622693989071039,1.183431952662722,0.7428142492848686,-0.02659875300440752,0.5339956251503004,False,False
ARHGAP11A,2.0247459617305195,1.0800267969035194e-16,9.773352276867032,5.128205128205128,0.9431820267194089,-0.013288297598456749,0.7560600019216694,False,False
PLA2G3,2.0222498545421574,3.1857902272913913e-15,4.078940072859745,4.930966469428008,0.43553430132297,-0.029028173955212684,0.49729966431763367,False,False
IGSF9,2.01963431010718,1.1650669980545291e-11,32.893114025500914,9.270216962524657,0.010736270603698523,-0.18279584162795842,1.6351673106926072e-05,True,False
GDF5,2.018532294004868,4.1016803445395216e-07,8.359227504553735,3.7475345167652856,0.680439550854565,0.05267765102210388,0.2178298284945968,False,True
SHCBP1,2.014547864496381,3.120618029654932e-18,7.136630236794171,3.353057199211045,0.7393728833260763,0.07769012509364542,0.06892077655362334,False,True
KLK5,2.01301258467941,0.04404410336956979,14.021046630236794,2.1696252465483234,0.0018489522820079906,-0.04421719389082697,0.30104901519595145,True,False
BSPRY,2.0114943416656335,3.719454698818063e-15,44.281819125683064,2.1696252465483234,0.27945238404916767,-0.029973711024327276,0.4833883626740403,False,False
OASL,2.01073931948925,2.7259355054532868e-08,11.991894535519126,2.7613412228796843,0.03323533030375695,0.3524579285737597,1.6763958256814934e-17,True,True
SLC5A1,2.00871511646593,0.0005196477060848584,10.597355373406193,4.536489151873767,0.0006848391503263499,-0.03213461227864758,0.45240235514755595,True,False
KNL1,2.0069847523820794,1.0738151673649207e-17,5.401224954462659,8.481262327416173,0.3575184657771616,0.010214953539763571,0.8112570123561489,False,True
HASPIN,2.001878771190528,9.62076806361372e-18,5.257366302367942,2.7613412228796843,0.17166134227072505,0.11326770359937241,0.00789677380748422,False,True
CHEK1,2.0008753552693506,5.795585375231109e-16,13.005832604735884,3.7475345167652856,0.08153604806274625,-0.01726500375297791,0.6864774489656239,False,False
CHST6,1.9973220776933713,7.552596018220572e-09,17.0823131147541,2.564102564102564,0.023560944561055657,0.10853771652144276,0.010932610349079438,True,True
IDO1,1.9965339292604396,3.278980192566644e-09,63.13629890710382,2.564102564102564,0.08227695437754073,0.3415631668164807,1.8144054842213895e-16,False,True
STIL,1.990629779391599,4.0726206193005334e-18,8.753099453551913,8.086785009861932,0.007312853914322058,0.07709965655900258,0.07106329154213682,True,True
LHX2,1.9895167053219298,1.3696531633500489e-14,3.177646994535519,2.1696252465483234,0.5412675421715571,0.11897346135627071,0.005251247322253645,False,True
CP,1.9878517988848348,1.7645487231665483e-05,90.82198360655738,7.297830374753452,0.09879265409410859,0.1696685413425871,6.458405268309213e-05,False,True
MST1R,1.9853396104386467,8.83656842406542e-12,14.466352641165756,5.522682445759369,0.23298476015771138,0.010559683418358836,0.805013293413913,False,True
RACGAP1,1.9823724973880066,1.3727133821972083e-15,30.778962659380692,4.930966469428008,0.049110044610325684,-0.0009748314786007739,0.9818186011649656,True,False
CDX2,1.9819710623929918,4.2097529068887943e-05,3.190357194899818,3.7475345167652856,0.6752977897931487,-0.01407074251641953,0.7421913051507805,False,False
SEL1L3,1.9790048843917507,1.911665481563572e-15,63.12140856102003,5.522682445759369,0.4696123955994421,0.10985673414774767,0.009996237724988031,False,True
PLEKHS1,1.9759553336585616,2.8672607259709744e-05,27.572233515482697,2.564102564102564,0.09946564514311522,0.10285121268369879,0.015918250130696254,False,True
FGFBP1,1.974374661794478,2.573529021056923e-06,21.68554790528233,3.5502958579881656,0.6818926805320118,0.02086145353336791,0.6257351035790161,False,True
SLC6A14,1.9740245600961686,0.00011834260037686035,7.30850364298725,6.11439842209073,0.003794403423025507,0.07436152259078273,0.08172115689631224,True,True
FEN1,1.9733446394228826,1.0405211826067169e-16,81.57957887067396,1.3806706114398422,0.5500780719302714,0.0015665328648456567,0.9707868796961453,False,True
CDCP1,1.968953929056266,6.6501968215591856e-15,44.55739180327868,4.536489151873767,0.6937120904482516,0.09548250242039881,0.02527059801347833,False,True
ENTPD8,1.9667476303987086,1.0980605373288781e-07,10.369888706739527,1.9723865877712032,0.6608204326699236,0.008771489607441407,0.8375267493663447,False,True
ST6GALNAC1,1.9626162661785367,4.8569612204376685e-06,56.337714754098364,2.366863905325444,0.14502157806373334,0.14808257276607165,0.0004995699453747756,False,True
GJB2,1.958221037982633,1.7334047448205508e-05,44.42208907103825,1.5779092702169626,0.6932048993720386,0.0890999742549342,0.03688151262074843,False,True
PTK6,1.9580277581691057,6.366623765212097e-06,8.25862568306011,2.564102564102564,0.1100561399830375,-0.04537096628741528,0.28859936470670916,False,False
CYP4X1,1.9543061188066644,9.111876803057716e-07,34.061188524590165,2.1696252465483234,0.8003542780259404,0.01127322041765024,0.7921295187462907,False,True
IGF2BP3,1.951678312374471,2.0312643367134805e-11,3.597760109289618,3.7475345167652856,0.024640449183344685,0.06906792250100736,0.10597426708478022,True,True
PIF1,1.951289998665138,2.78544252540712e-17,7.590723315118397,2.1696252465483234,0.4513975978221243,-0.07980477262755593,0.06167781139443682,False,False
RPTN,1.9499499257681205,0.0016886404154132617,2.8952817850637524,3.7475345167652856,0.23028232685135547,-0.11863509935079189,0.005382420588732467,False,False
CCNF,1.9468347790439327,1.5396590744099488e-17,12.614208196721313,2.9585798816568047,0.053269095215884965,-0.05248012104677483,0.21956261592216444,False,False
KLK12,1.9461199881918745,0.010270633059003722,5.099606375227687,2.366863905325444,0.812645047663318,-0.08920037090538588,0.036668640734305064,False,False
TPH1,1.9454988213395557,0.00010066911867311842,6.843587795992713,4.339250493096647,0.9157400573658745,-0.1192555271128494,0.005144107273412336,False,False
E2F8,1.9434467399063342,3.122416733879924e-15,6.907572495446266,5.325443786982249,0.26863809645144426,0.06840271933894504,0.10938811451334778,False,True
ERCC6L,1.9419866742635037,7.834871353888782e-18,5.27642495446266,6.70611439842209,0.21822398540198884,0.0510270124130021,0.2326134409561675,False,True
TM7SF2,1.9322925179612866,2.2210168208369346e-14,92.48818287795993,2.1696252465483234,0.1205170230179318,-0.22200630210203026,1.4750854823269276e-07,False,False
IDH2,1.925189549239656,2.69944260408094e-17,331.1419214936248,4.733727810650888,0.560375684940007,0.07510814740681919,0.07869422265594778,False,True
HMGB3,1.9238415135529383,4.247133963786738e-17,92.78641839708561,2.9585798816568047,0.019398070141778145,-0.1049683625775525,0.013867295606303894,True,False
MCM4,1.9229689320252583,4.869577746798639e-15,57.42382349726776,5.128205128205128,0.00506925773536694,-0.0020087678266450556,0.9625453431654067,True,False
CTCFL,1.9226930727841633,0.0039372966237488805,2.9775948998178503,6.11439842209073,0.01815945145353185,-0.03969563790666603,0.3532288828957775,True,False
GRB14,1.9212938150797674,6.021068745400995e-08,11.927285974499089,3.9447731755424074,0.3403329184094911,-0.024121722139632405,0.5727651091460108,False,False
CRYGC,1.919820785971294,0.0006154339638823959,2.888689617486339,1.9723865877712032,0.40002220694936974,-0.00579702484044275,0.8922006064479018,False,False
TUBA1C,1.9187551915438656,7.641127961503179e-15,57.98442204007286,1.9723865877712032,0.2365409616605259,0.03981093693909298,0.35183126282665994,False,True
RHPN1,1.9142677972894644,5.227977051788174e-15,62.203167213114746,2.564102564102564,0.3496499279703271,-0.13487245314216717,0.001537855517483352,False,False
DUSP9,1.9119787892757487,4.7319978988461993e-07,3.677976684881603,1.9723865877712032,0.0037948771940867257,-0.035394674442200035,0.4078444656042998,True,False
RNFT2,1.9113819233917564,3.972031742416732e-19,6.310526958105647,1.3806706114398422,0.6336736208511826,-0.08720883757780339,0.04109165826777489,False,False
PAX9,1.9104640964423834,0.0005854369987999441,4.537921675774134,1.5779092702169626,0.265690394708975,0.039086014114156305,0.3606766326682388,False,True
XG,1.9069616197353902,0.0027484372627536546,8.427846265938069,3.353057199211045,0.16840737315995044,0.09514734503796618,0.02579049342355936,False,True
MYH7B,1.906043053701683,0.001721387751933221,9.418374134790527,9.270216962524657,0.6575754702680838,-0.1616617709336517,0.00014222034680817205,False,False
ESRP2,1.9056369483371736,7.705301455560362e-16,31.628391985428056,4.339250493096647,0.6489452581173456,-0.0162047421686048,0.704800210275951,False,False
GRHL3,1.9040351890637899,1.859762800657585e-12,4.967541530054644,2.1696252465483234,0.0075491582779581715,-0.01602732546166274,0.7078833136631789,True,False
NFE2,1.8911346960481694,1.2530176671259034e-08,7.370070309653916,2.366863905325444,0.1925523000778247,-0.023358827115591178,0.5849684227988864,False,False
GALNT14,1.8907132867970229,0.00019637087199065128,15.198507650273225,3.5502958579881656,0.01909036673948255,0.014332242407281238,0.7375745633379726,True,True
TLCD1,1.889225836762376,2.7717349994577615e-15,37.42281621129326,1.9723865877712032,0.40904821012303705,-0.07822330037239696,0.06703189844712486,False,False
MAD2L1,1.886712939848569,2.8935532610894675e-13,17.859420218579235,2.564102564102564,0.5486513769485486,0.05105783304610966,0.23233105300970738,False,True
KIF23,1.8851379766444172,1.5099450957379272e-15,12.908765755919854,5.128205128205128,0.030520543582337436,0.012207403922086801,0.7753474214971338,True,True
MSX1,1.882499316191093,6.395382302002639e-05,699.5557071038253,1.183431952662722,3.833863436908794e-05,-0.12588720760313438,0.003130025704137979,True,False
PSAT1,1.8816051267287488,1.938108733347551e-10,147.92870309653918,2.1696252465483234,0.003063196178642275,-0.05216305691835189,0.2223645808857143,True,False
KRT81,1.8798329538300984,0.0002868530669836717,8.976623497267758,1.9723865877712032,0.9431310773169983,0.08202585403144685,0.054758898176912436,False,True
HMGCS2,1.87954640343266,0.00023367297786908265,4.209126958105647,4.536489151873767,0.22600405729779047,-0.03767255954395478,0.37831935895910734,False,False
TRIP13,1.8786841421773044,1.894585073742976e-14,26.74891857923497,2.366863905325444,0.0023179988520551985,0.008661873007930206,0.839529464459296,True,True
DMBX1,1.8785280478414492,8.582084710636792e-15,2.880513661202186,2.7613412228796843,0.007545003767666183,-0.08960892299707632,0.0358131185855272,True,False
RCOR2,1.8761592005307839,6.857653877618827e-08,30.431019125683065,2.7613412228796843,0.04272048008709742,-0.15684982208436812,0.00022461264927299578,True,False
LAMP3,1.8750580085540518,6.8553763539071116e-09,10.096761020036432,2.564102564102564,0.003947695786521738,0.4478776518982997,1.9289358363718634e-28,True,True
CKMT1B,1.8747482191799563,1.5387708166183206e-12,5.6223276867030965,1.183431952662722,0.15368773712756373,-0.14107981886712875,0.0009175327984572568,False,False
DSG3,1.8741393890510039,9.565448115905603e-06,2.745586703096539,8.086785009861932,0.28249214597062716,-0.12301675671153182,0.0038921017538367554,False,False
CLSPN,1.8739148806386363,4.075823016322999e-18,4.540519672131148,8.481262327416173,0.4722358980631097,0.04986750808318107,0.2434140672410238,False,True
PFKFB4,1.8697952272988214,1.2551959292201661e-16,13.822790346083789,2.564102564102564,0.7866204280959741,-0.16171847380993318,0.00014144553616543703,False,False
MCM2,1.8692167411435494,4.3324818108266455e-08,33.31448269581057,5.128205128205128,0.1487484986827352,0.06703609144640298,0.11667334781531118,False,True
SEPTIN3,1.8679854292437517,6.124593935371907e-15,3.919658652094718,3.155818540433925,0.0016300704269296801,-0.11006070832005921,0.009857980136843128,True,False
DSP,1.8672310054773424,4.862734893693346e-13,106.78878979963571,12.03155818540434,0.3623379585160075,0.011129410655556404,0.7947217501424896,False,True
ITGB6,1.8658063558748714,1.2625047738374499e-07,21.078918214936248,3.9447731755424074,0.15585802860445871,0.06569894227666156,0.12416399728791415,False,True
OIP5,1.8649094255209433,6.72572088213606e-17,5.325937704918033,1.183431952662722,0.18431749598775132,-0.01673886163296239,0.6955477459078223,False,False
KLC3,1.864857551479289,2.7944432263137713e-11,4.275088342440802,1.7751479289940828,0.021720782308700344,-0.07129777017448213,0.09514178203163043,True,False
SPAG4,1.85791759110296,5.771807311413573e-14,24.22594990892532,1.7751479289940828,1.5048051973095455e-05,-0.045125298697154634,0.2912207780273931,True,False
PROM1,1.853242920651502,6.105735121497429e-06,49.44744863387978,5.522682445759369,0.47001315931525567,0.05508747883284201,0.1974753742326167,False,True
AKR1C1,1.8512383252039901,0.006202838403624553,8.78313989071038,2.366863905325444,0.9864197482591016,-0.0011427913763562899,0.9786867011830082,False,False
SLC2A1,1.8469212745250223,1.91182323050534e-10,132.88237249544628,2.7613412228796843,0.13703419005482598,-0.08664976920092393,0.042411475601352756,False,False
DLL3,1.8433559508121975,0.000863015014727674,3.4266457194899815,2.9585798816568047,0.01137358906635867,-0.047513833146205726,0.26640696948541365,True,False
COL9A2,1.8410309423845588,5.955097718263831e-07,75.90270783242259,4.536489151873767,0.015431429962014204,-0.06222132779270509,0.14539803241181198,True,False
SLC2A6,1.840592436322868,5.674901370592843e-16,14.724548633879783,3.9447731755424074,0.06391730084410285,0.19422889901769885,4.555459000697993e-06,False,True
CLDN4,1.8343871882545733,1.3403919545326524e-11,307.9192632058288,1.3806706114398422,0.5474744248353739,0.027985031601161794,0.5128902793984734,False,True
SIGLEC15,1.8334768025885064,2.1724149363023373e-08,7.241999271402551,1.183431952662722,0.08266689832586475,-0.02727450651735506,0.5236532457143762,False,False
ST14,1.8284724374975863,4.657273452019255e-13,330.82262404371585,4.930966469428008,0.7108732595570111,-0.021266584717583883,0.6190392016865284,False,False
FOXA3,1.8269677730452567,0.0012704590175637877,6.4214590163934435,1.183431952662722,0.9836237282586325,0.031698683226044994,0.45856168880021014,False,True
DSC2,1.8255887739076373,3.076456039002529e-08,17.013393989071037,4.339250493096647,0.04291835692067732,-0.0705116741182315,0.09885493265174787,True,False
KRT4,1.8246326304740357,0.009856646080200891,5.275912021857923,3.5502958579881656,0.22627899401872995,0.07892012232157723,0.06462754699982705,False,True
ETV4,1.8227062486970111,4.516701458646658e-06,40.1465480874317,3.7475345167652856,0.6948050178081648,-0.14667072786014992,0.000565940336886943,False,False
PLS1,1.822183290886834,4.292405403715518e-12,18.2419,4.930966469428008,0.8606026327477649,0.06577135599935016,0.12374898083980128,False,True
SLC39A4,1.8203245907458525,1.2619224496708855e-14,47.88383078324226,2.9585798816568047,0.11021586573769086,-0.2178767210213902,2.5303545351098085e-07,False,False
SLC18A3,1.8184098742984403,1.7974415733246428e-08,2.565144262295082,4.733727810650888,0.026249620113313853,-0.11921579433179749,0.005159079212938174,True,False
LRRC31,1.8128146308682136,2.0901818967353646e-07,3.2889102003642985,3.7475345167652856,0.6390292549146807,0.08561460076928168,0.04494970983355763,False,True
TRAF4,1.8125120419276497,8.440927403333286e-17,79.59237468123861,1.7751479289940828,0.24450117209588418,-0.01922909845130738,0.6530228138609826,False,False
ESCO2,1.8120150054179627,3.4616974735930394e-17,3.925153187613843,5.522682445759369,0.3048030017587026,0.038968023846894365,0.3621293842894057,False,True
KRT83,1.8114234957699917,2.6631900660064103e-07,2.8552970856102005,2.564102564102564,0.00023163192298979805,-0.1551858039938711,0.00026227407019398984,True,False
PNP,1.8110309664559203,3.911170067333219e-16,43.82456939890711,2.366863905325444,0.9661579462472746,-0.03120120675463502,0.46564756489314396,False,False
PKP3,1.8091034817528744,1.8641333378236083e-13,81.89276593806922,2.1696252465483234,0.12259731968836877,-0.058973533347112396,0.16763414833907211,False,False
C1orf116,1.8090199104041453,3.744709081969918e-10,12.124518032786884,4.930966469428008,0.22102800924270846,0.05267222905131246,0.21787726027843304,False,True
DLX5,1.8075933717221542,5.7174738943895105e-08,268.5034200364299,1.3806706114398422,0.00866343166098895,-0.22569466351924175,9.028657000655922e-08,True,False
ACY3,1.804917160736557,9.055436822722116e-06,23.414501275045538,2.1696252465483234,0.0009590637556176493,0.19015218597365305,7.24880843767715e-06,True,True
SRMS,1.8041174852913988,2.04695043494514e-08,4.435997814207651,3.155818540433925,0.8611012570755457,-0.05601389505542604,0.1900317672256807,False,False
RAP1GAP,1.8033961087277661,4.889582963408567e-10,45.30842331511839,3.155818540433925,0.45286434197537273,-0.11157802749282945,0.008881741082450205,False,False
PLA2G4F,1.8017647422396137,2.050384460401698e-13,3.486770856102004,3.155818540433925,0.002589841120084497,-0.24534419915457384,5.719697870242876e-09,True,False
KCNH3,1.8017442874779315,4.1554657245633783e-07,28.455932969034606,4.733727810650888,0.6552635980951823,-0.12476450516895654,0.0034102762171118583,False,False
NEIL3,1.7994897121743914,2.0821802840457166e-17,4.029963023679417,5.128205128205128,0.06635269460267772,-0.015355627219911506,0.7195988654871461,False,False
POLQ,1.7897449166714252,5.5484289801742316e-18,3.9648856102003647,11.242603550295858,0.01148172083300751,0.02176179847068865,0.6108971077633449,True,True
CYP2D6,1.7893504498783799,2.1124254481996027e-11,7.5201346083788705,3.5502958579881656,0.1006544707652796,-0.04131441402106798,0.3339271717989252,False,False
HROB,1.7793653389972988,5.0530409936384055e-17,11.093249362477232,3.5502958579881656,0.07273885139489344,-0.0061862856068091296,0.8850106585878073,False,False
CTHRC1,1.7763207493647735,7.548081387250194e-06,49.42781329690346,1.7751479289940828,0.02064316337383397,0.09511859047577607,0.02583552406133374,True,True
OCIAD2,1.7748765463977207,2.7485350475209344e-16,152.7183116575592,1.183431952662722,0.007126665161451188,0.004361359194433265,0.9187904246831199,True,True
EME1,1.7720592057047013,1.2119459855846333e-17,4.8438755919854275,3.353057199211045,0.06551260434902156,-0.036054406142091135,0.3991555106870492,False,False
PITX2,1.770425998133307,5.2152598388663253e-11,2.5185036429872496,3.155818540433925,0.15994354286804607,0.022524602482207626,0.5984490222530293,False,True
DPP3,1.7701663559078877,4.9590768565847636e-18,55.53329817850638,3.9447731755424074,0.5451731866705363,0.06726620035462923,0.11542075133481833,False,True
SPTBN2,1.7699898075526326,1.0865447579906122e-12,29.110525136612022,10.453648915187378,0.23536107803303383,-0.07303824411398901,0.08731687505383101,False,False
FASN,1.7674389125565337,2.9577703751903125e-13,113.3928947176685,9.664694280078894,0.08676962481584424,-0.07272640247152633,0.08867946587937037,False,False
VGLL1,1.7666349191407134,0.00011020375043734466,10.67237431693989,2.564102564102564,0.017808294470166405,0.0718741017982437,0.09249091065044644,True,True
TICRR,1.7657192632849772,8.610212562559842e-18,5.050685245901638,8.086785009861932,0.07538113323322902,-0.04555865227618945,0.2866073683164083,False,False
LGR5,1.7634561680979663,7.888099325923634e-05,78.3095641165756,3.353057199211045,0.0744389154958266,-0.02344034277929678,0.5836587594085803,False,False
MESP2,1.7629518081089344,2.417029600259729e-13,3.180531511839708,1.3806706114398422,0.3553178401186544,-0.052024723983699284,0.22359502575984042,False,False
DPPA2,1.7611930209648181,0.00122178688186162,2.602361384335155,1.5779092702169626,0.31728849075544147,0.0587756548002852,0.16906703322983754,False,True
ULBP3,1.7596313115680906,1.853998415542067e-15,14.501270491803277,2.1696252465483234,0.23620902103368913,-0.018516794122872864,0.6650797262237717,False,False
PDCL2,1.75951173165307,2.4184664872334413e-06,2.4765174863387975,1.9723865877712032,1.7947503792627982e-05,-0.057422432862790654,0.17911248533736926,True,False
TNF,1.7553624933926577,1.8167777625228232e-05,10.355917122040074,1.183431952662722,0.5100568218621799,0.24298200824172103,8.073268332224824e-09,False,True
CRYBG2,1.752711833328158,3.295596896411164e-16,3.5956193078324223,5.719921104536489,2.9630986718590382e-05,0.0028289113463219003,0.947272282877594,True,True
DNAJC22,1.7518920549020525,5.583769664555012e-09,20.08201402550091,1.5779092702169626,0.29934020151871865,-0.025195499327364833,0.5557959461346605,False,False
NDC80,1.7517876688767804,7.192085371073309e-12,19.143434608378872,4.339250493096647,0.10233184436767727,-0.028221306036311424,0.5093368551767397,False,False
MISP,1.7478381842816866,9.844349335334202e-10,71.7515120218579,3.7475345167652856,0.5039488718719805,0.0766218122350706,0.07283674718565822,False,True
TMC5,1.7473893071390423,4.2186230679710554e-07,20.849794717668487,7.6923076923076925,0.03293186730988809,0.11612740029457073,0.006450205388995141,True,True
H2AC14,1.7470866772984943,4.2143769380538024e-11,2.6888932604735887,1.5779092702169626,0.06304330433446717,0.027461930137236093,0.5208029937417968,False,True
IGLON5,1.7466671459054288,0.008355189362245611,4.151084699453552,2.7613412228796843,0.012545211501082367,-0.004743776922823615,0.9116976038015662,True,False
ARHGEF16,1.7454367531391761,1.1022003672531512e-15,22.655425318761388,2.366863905325444,0.7422895499824981,-0.07710668972844395,0.07103745489523237,False,False
FOXF2,1.7433363930538124,1.0952197472527508e-10,3.566549544626594,1.3806706114398422,0.196002741393278,0.03901999774214093,0.3614890073081346,False,True
GRHL2,1.7432321300419882,2.1578527569191357e-13,42.3043664845173,4.339250493096647,0.5523733856889502,-0.08225483263894177,0.05408383247394287,False,False
RBBP8NL,1.7423741083554374,5.038104626928272e-14,17.11364571948998,1.5779092702169626,0.9105794119608364,-0.2903794677660898,3.96695741602551e-12,False,False
CENPE,1.7406097903335644,2.2106859833008736e-15,5.642175774134791,11.045364891518735,0.5180488820291707,-0.006210362682896261,0.8845662400609524,False,False
PGAP6,1.7380691240566328,9.668444899238449e-17,113.37803624772314,2.7613412228796843,0.14920128008660122,0.02952846696343235,0.4899126842846303,False,True
SLC4A11,1.737985169295658,5.509579223981181e-10,18.37351530054645,7.6923076923076925,0.1637146771684832,0.0454958109060416,0.28727329852180633,False,True
FOXI1,1.7346199575007766,1.1392803406254217e-05,2.4591142076502734,1.7751479289940828,0.033918388055797014,0.057130859617401546,0.18133374962862286,True,True
HAS3,1.7344459172582607,0.018031597154542778,9.43223078324226,3.7475345167652856,0.47564226991622605,0.01939238159208809,0.650271522119311,False,True
CLIC3,1.7329379282929827,1.2325819093936864e-05,41.479251730418945,1.3806706114398422,0.08396618324966024,0.002768501093258782,0.9483966778151132,False,True
KRT28,1.7323043484819374,0.0035969765034595223,2.3602590163934423,3.353057199211045,0.2888772983876856,-0.11625097166920893,0.00639343527417437,False,False
GPR50,1.7319367815790996,0.0412732981490588,2.8340788706739533,4.930966469428008,0.03124492456545314,-0.012250859517108935,0.7745692400589971,True,False
PADI2,1.7313321028530968,1.408922828345339e-05,16.59108014571949,4.536489151873767,0.1434382392222659,0.06345687568965509,0.13755703993928886,False,True
FZD5,1.7271960903593513,1.5083647759230934e-11,18.989227140255007,2.564102564102564,0.6629374887549999,0.10830209477810293,0.011107828458337353,False,True
PLK4,1.7259592640373156,1.1089536878768875e-14,11.307773406193078,5.719921104536489,0.7790182278920537,0.06120418123808715,0.15210545578410092,False,True
RAB11FIP4,1.7256736986620038,1.3303050887130483e-12,21.235169398907104,2.9585798816568047,0.032018091575999025,0.011024907444675306,0.7966068853653839,True,True
GJB5,1.7247693981071501,7.593309341204095e-05,4.510305464480874,1.5779092702169626,0.5727408267588134,0.0725428605715482,0.08948940734062126,False,True
TMEM72,1.722298410372428,5.4604045427225396e-11,3.443999089253188,1.183431952662722,0.7358342356469536,-0.08250565397381562,0.05335233442423338,False,False
HK2,1.7189508212648619,9.326338452180046e-14,47.464896721311476,4.339250493096647,0.3101041103555639,-0.0364482687349745,0.39402154778102627,False,False
LSR,1.7184821420215464,5.33640056914348e-16,308.8484644808743,4.339250493096647,0.7135366793744669,-0.04594638499389009,0.28252156957127694,False,False
KLHDC7B,1.7165149734983867,2.463660412188375e-08,5.4251774134790525,1.183431952662722,0.6951632859664026,0.44878277417194773,1.4581611684246297e-28,False,True
GALE,1.7163620523584182,4.175383848774748e-17,58.58224098360655,1.5779092702169626,0.7737456973396748,-0.05518589025349825,0.1966746981010417,False,False
MUC1,1.7144446541020821,4.699818901953004e-09,370.7527723132969,1.183431952662722,0.31434136934475354,0.023646081492198524,0.580359351303423,False,True
TRIB3,1.714343049550422,8.427790716127014e-07,24.422059198542808,2.564102564102564,0.015815271702878945,-0.01417443551223616,0.7403595030919767,True,False
PLEKHG6,1.7137093392773894,3.288119326005108e-13,9.365721857923498,5.128205128205128,0.020526825969471394,-0.06380229239867867,0.1354241906154858,True,False
ESRP1,1.7116770019434817,7.11018381950849e-13,68.69378761384336,13.017751479289942,0.017942644901909874,-0.04713196426026385,0.2702735188652801,True,False
APBA2,1.7114999477773907,9.241364835662179e-11,17.699426411657555,4.733727810650888,0.11480187154194427,0.03348664338732545,0.4335986801849643,False,True
KRT75,1.7111469674873294,6.163820104335393e-11,2.3661781420765027,4.536489151873767,0.7581556480163564,-0.11528420579729382,0.0068498008153440055,False,False
LGALS4,1.7105689458566653,0.00200967148997016,8.112628961748634,3.155818540433925,0.182883057485674,-0.07503070510433174,0.07900389491613255,False,False
AP1M2,1.709406212531837,1.566184400114595e-13,222.6696799635701,3.155818540433925,0.32925043203329757,-0.14811926855004515,0.0004979455568974647,False,False
SPDYC,1.7077606301853125,2.449621235645133e-07,2.713283788706739,1.9723865877712032,0.459718356616893,0.06192135514016361,0.1473522394754175,False,True
CCDC167,1.7048631727423658,1.659551019510477e-18,172.4773559198543,1.3806706114398422,0.47597623283842905,-0.07093933229627858,0.09682081877869239,False,False
PGD,1.7045179719589765,2.8929028100490485e-17,249.01771675774134,2.564102564102564,0.4720294262571437,0.062162440487198184,0.14578009110899698,False,True
TIMELESS,1.704288753148505,2.6767508348086736e-14,34.14003897996357,6.11439842209073,0.2378621578258472,0.014192022187750829,0.7400489686413296,False,True
AGMAT,1.7041947572553626,2.0212108221174216e-15,9.075804007285976,1.7751479289940828,0.11407731803508037,-0.010816843799971719,0.8003636647188002,False,False
FANCA,1.702429181991284,1.849515817807554e-17,5.657755373406193,5.9171597633136095,0.2128259731095444,0.02520641424185159,0.5556247192230268,False,True
