sample_id,subtype,TMB,immune_score,CD274,PDCD1,CTLA4,LAG3,HAVCR2,TIGIT,IDO1,VTCN1,CD276,PDCD1LG2,CD8 T_score,Treg_score,Cytotoxic_score,NK_score,B cell_score,Macrophage_score,DC_score,Neutrophil_score
TCGA-BS-A0TE-01A,IS1,7.026315789473684,2.81506010095331,1.7329,3.5204,0.9856,7.8509,6.4025,2.7703,19.5019,0.6968,52.7114,0.3252,2.3865272529001906,1.7964861384251736,3.264969189984006,1.3807035225165007,1.294227026394055,1.4323726202687856,1.4236703122849819,1.186935973241891
TCGA-BS-A0TD-01A,IS1,0.7631578947368421,2.523918700680613,0.8337,0.5863,0.2873,1.8391,2.324,0.2307,160.8573,190.4323,54.578,0.2167,1.1728186094650337,0.9083774579174039,2.653249045373753,1.215979193941323,1.1594121455004338,0.4714563434617935,1.4056171562306643,2.8570069053536145
TCGA-AX-A06J-01A,IS1,1.2894736842105263,2.645056592809642,1.4337,1.3107,1.8348,2.8695,4.4823,1.2248,59.8882,56.3832,79.528,0.2153,2.179401868108242,1.6485390251144267,2.47730680184451,1.4254941966011399,1.3504540019854687,0.7368706678521443,1.4348684298246814,1.0403358154058229
TCGA-BS-A0TC-01A,IS1,31.36842105263158,2.4110869335926677,0.7574,0.8186,0.9526,2.0363,4.3758,0.6165,47.7699,162.6542,86.2313,0.4412,1.5598204870582633,1.6367524291842865,1.4838732006150106,1.0491164900676222,1.5412949755400518,0.45909166039571286,0.867993374008261,2.3395790160397265
TCGA-AX-A0IS-01A,IS1,1.2105263157894737,2.5321232329277117,1.391,3.0572,2.2142,1.6418,5.12,0.6178,38.7974,65.5168,58.6755,0.745,2.465256750245376,1.709414208984161,2.453552474850073,1.0328525581797436,0.6158126193729355,0.9057129172430279,1.0852176081634861,1.8698681140965077
TCGA-BS-A0T9-01A,IS1,1.4473684210526316,2.7247744646214507,0.6757,4.7749,1.2971,5.3203,3.9816,0.472,64.3493,16.2775,127.6219,0.4892,3.1858736283499716,1.2593450014076077,3.5349956463192655,1.3833732194816903,0.5655267417032737,1.178513633800063,1.0990686041165172,3.735305328998035
TCGA-BK-A6W4-01A,IS1,0.42105263157894735,2.837906996038134,2.514,0.6202,0.4647,12.5914,5.7161,0.4773,11.4267,51.2274,47.7392,3.0197,1.6672189161448632,1.3314306340741462,2.5346010364005607,1.5226698648449517,0.6950749369886896,1.7174967104320904,1.647957460111023,4.405140442011821
TCGA-BK-A56F-01A,IS1,1.263157894736842,2.8915068985375627,1.3495,1.2402,0.9594,3.74,9.7803,0.7753,19.2293,112.3719,71.3495,1.4352,2.1969604679933012,1.6058536158083616,2.5113953560307696,1.2986061771433124,1.1148949441355633,1.9686595223980679,1.98106036507858,2.838850147452428
TCGA-AX-A06D-01A,IS1,,2.4932573418095245,1.4655,1.5518,0.9884,2.0764,6.2813,0.4541,237.7131,150.557,86.2198,0.6021,1.0982373246744483,2.1028620302455145,1.6437901159287756,1.1151895552963778,1.9023210835707804,1.0901528915644791,1.1913786418553483,3.184500773407587
TCGA-D1-A15W-01A,IS1,1.5526315789473684,3.0999388995391643,2.6978,2.2901,1.2659,3.6265,8.5492,1.5162,91.8249,242.78,93.062,1.4177,2.6094007570672835,2.0398333875729637,2.5986810765692323,1.412228470659033,1.6477688413458431,1.2972785297509382,2.0341283683516123,4.319297619118078
