antigen,spearman_r,pvalue,n,FDR
HGD,0.07819668505081932,0.06712517003854067,549,0.16162057667085683
CDT1,-0.08172151239065624,0.055666979106024715,549,0.14177494242906946
RRM2,0.03172640609759193,0.4581685956643431,549,0.6256998695462817
SCNN1B,-0.03699413732262444,0.3869724651781158,549,0.5577754269558406
CA2,0.12371196934727141,0.0036935039816185272,549,0.01667068013325119
NQO1,0.016468139574517465,0.7002318743465276,549,0.8185710611110907
MUC5AC,0.015763977004129126,0.7124685227873985,549,0.8238137518679216
SIX1,-0.09187602256188926,0.03136810684292611,549,0.09009660171837991
BPIFB2,-0.004369567549445179,0.9186381120214735,549,0.9573916495330344
KIF18B,-0.02974918504175415,0.48667253041343395,549,0.6516840642076795
PRSS8,-0.10751407819973095,0.01171203829959574,549,0.04225732337107228
CCNB1,-0.03667395505854284,0.3910977949104787,549,0.558916041870843
AMBP,0.07033167638284772,0.0997211831746947,549,0.21708391644547131
AURKA,0.008164811934107136,0.8486236824564724,549,0.9179803845840131
KIF20A,-0.07127749917507008,0.09523611318180257,549,0.20926882764948723
UHRF1,0.016806814102494374,0.6943738166810653,549,0.8147660118262324
H1-4,-0.04859588125700553,0.25565773104138434,549,0.417414663879421
POC1A,-0.06348805755291337,0.1373634465990601,549,0.2680765760839754
H4C4,0.023312420586883143,0.585714616688591,549,0.7307368056659157
GTSE1,-0.012806321189754215,0.764642447159205,549,0.8561944642999144
SPAG5,-0.05259832983418003,0.2185244741430774,549,0.3740191951292204
BUB1B,-0.027105928254665842,0.526223704857083,549,0.6857920969653624
CDC20B,0.05887457917909948,0.1683495574656702,549,0.3070212678274079
KRT14,0.03289185055008538,0.44181481079011925,549,0.6097774661318175
TACC3,-0.09649047613867526,0.02376118346323522,549,0.07290504847381095
TTK,-0.014652532528573991,0.7319327423286582,549,0.8335883235986765
ESPL1,-0.07623839343969299,0.07428573189803034,549,0.17508068667096263
NCAPH,0.007692408245898164,0.8572854522069273,549,0.9211761572741075
MYCN,-0.038382919780550515,0.3693873566413953,549,0.5405778926157428
VAV3,0.005193613773247614,0.9033633530915728,549,0.9454178690815116
NUF2,-0.050518201036329556,0.23731045641583284,549,0.3957431149074302
TGM7,-0.1301791858694684,0.0022411791347981586,549,0.01154157889241871
CDCA2,-0.0018518317070429073,0.9654696096123264,549,0.9836595230214874
COL9A1,0.04468395368054445,0.2959701738353641,549,0.4611931346575437
LAD1,0.035664530914022365,0.4042768337114979,549,0.571462658535358
HTR3A,0.01899596467917168,0.6569592381079865,549,0.7901083841031237
CAMP,-0.023985277632438518,0.5749388123261433,549,0.7242494306134284
CDC6,0.011132601593293231,0.7946642075049797,549,0.882205563697361
FGF8,-0.03793535527905514,0.37499964553685305,549,0.5452420219310712
E2F1,-0.10880394225853125,0.010737585022483204,549,0.03947244305434863
PRSS1,-0.07929070193028039,0.06337807023752383,549,0.1566362877540494
KIF4A,-0.038062230537999356,0.3734033658842838,549,0.5439254269301843
NECTIN4,-0.13116741182314956,0.002072362025173267,549,0.01086363770146883
DPEP1,0.17270919744752614,4.7399769278300035e-05,549,0.00043630181327821056
CCNA2,0.027886548164785623,0.5143752050108055,549,0.6771448363261617
FOXA1,0.00947063754982467,0.8247784070755313,549,0.8985703242043765
SKA1,-0.04808373310706685,0.26070743863488716,549,0.4227004102138462
SPP1,0.27154524785971484,9.802527146657309e-11,549,2.93824467549805e-09
RDH10,0.1019539417146214,0.01686479691211175,549,0.05528588507827282
FOXG1,-0.01318659234340693,0.7578685876012682,549,0.8526933386967107
SKA3,-0.044541792219188414,0.2975109476032933,549,0.46187290537616177
NCAPG,-0.01423839930959711,0.7392302733232705,549,0.837716120836567
RECQL4,-0.18030364673418403,2.1386644005792906e-05,549,0.0002136836482288197
FBN2,0.007089320874171898,0.868368194076994,549,0.9253622779179634
PSORS1C2,0.046476625086863926,0.27699810767160904,549,0.43996030960341165
MYEOV,0.14407831373728852,0.0007095816460755318,549,0.004412239065224982
ALDH3B2,-0.12824531059064984,0.0026083958869350054,549,0.012811826856416056
PCSK9,0.12265203853702984,0.004000112507413998,549,0.017916212724777638
VIL1,0.11536400539742232,0.006811054906957105,549,0.028035645021946675
JPT1,-0.06531740765317408,0.1263685519253846,549,0.2540465447903948
MCM10,0.01755592331516536,0.6814813766914839,549,0.8048037294578434
TEDC2,-0.14571138232349917,0.0006156153971633075,549,0.003921458368093567
ANLN,0.03683371950932081,0.3890360201761706,549,0.5577754269558406
KRT8,-0.07225160544054886,0.09078685288460586,549,0.20253784546203102
GLDC,0.018547762404567687,0.6645537086761152,549,0.7951517762972147
DEPDC1B,0.04450335753744306,0.29792842666500113,549,0.4619076004925548
STC2,-0.040438826460125976,0.3442815946007833,549,0.5133484490922393
KIF11,0.0021997889629814965,0.9589866358726086,549,0.9812770687838911
CDC25C,-0.10391375765553104,0.014857867326855562,549,0.050339633418162916
FUT3,-0.023606340669094,0.5809959907969953,549,0.7295212816774301
EXO1,-0.005914693180458408,0.8900262213057225,549,0.9388905444240425
SPINK5,0.12035699925197957,0.004744337113454975,549,0.020694515244883825
LMNB1,-0.012162259183917674,0.7761560896093782,549,0.8657695312532091
PIMREG,-0.059011389472081115,0.16736106289415376,549,0.3056954414426027
ECT2,0.06819795417378283,0.11045625220872143,549,0.23140386887454364
MAB21L4,0.015242892004887936,0.7215717003030842,549,0.8283905202100014
CCL20,0.20378809669521342,1.4746619528814486e-06,549,2.1282466949610045e-05
COL2A1,-0.03313534426857068,0.4384406310262169,549,0.6070853138994727
CDKN3,-0.03567656945184767,0.4041181135825919,549,0.571462658535358
CDK1,-0.035884560575239054,0.4013817646683011,549,0.5694360229335486
LAMA1,-0.03271023021890558,0.44434121240663754,549,0.6110998556510109
FGF18,-0.11425326617859825,0.007368421816655576,549,0.02949892158791222
XDH,0.1342811314044111,0.0016136440994527338,549,0.008652981432386448
SLC7A5,0.0940947345901277,0.027483710218535694,549,0.08113246779158644
DLX3,-0.060490684612914,0.15694892470036859,549,0.2926208819373698
FAM3D,-0.009471278968367412,0.8247667319700238,549,0.8985703242043765
ZNF750,0.0010801325022487076,0.9798550474792761,549,0.9915743346804241
LRP4,-0.007917949387376217,0.8531478320791743,549,0.9200459554433162
ERMN,0.05766302178901742,0.17729487642542952,549,0.3183682189574917
VAX2,-0.22109231600436582,1.66372564725768e-07,549,3.0871353676892507e-06
TFCP2L1,-0.02867213529344182,0.5025924977529689,549,0.6653822487009654
ASPM,0.01075984243874098,0.8013936846375664,549,0.8861190215593001
CXCL1,0.25937865150492556,6.851513127623324e-10,549,1.704131669402482e-08
SMPDL3B,-0.06512696668733525,0.12748025657512843,549,0.2547425981817524
MTFR2,0.04121879466746424,0.33504809344486847,549,0.5053822209510338
AUNIP,-0.037757969426354815,0.3772384618584736,549,0.5464581932001928
SBSN,-0.0452535685859098,0.28985007984522476,549,0.4554230421224029
SLC25A10,-0.2658741537669383,2.4562686995726374e-10,549,6.677623511163751e-09
KPNA2,0.022010073210264672,0.6068329827839394,549,0.74691092371848
PADI3,0.0260944841678077,0.5417799078246837,549,0.6998239914332102
CENPU,-0.011187572747941302,0.7936730799759513,549,0.8819428046500828
ELF5,-0.027184879058601806,0.5250190733989035,549,0.6856131053648483
NLRP2,0.04982548378565617,0.24381200993256757,549,0.4031347094924632
LARGE2,-0.15650193450600297,0.00023204078013132755,549,0.0017168080504653285
KRT17,0.028337992827642225,0.5075867113799095,549,0.670271577478645
HSPA6,0.043500351492682686,0.3089611187279388,549,0.47585711171668044
ERN2,0.0224488844999148,0.5996795102696182,549,0.7441882669906408
SIX3,0.007238120642746151,0.8656312635358661,549,0.9239213887412728
OTX1,-0.09858674602842422,0.02087006373451843,549,0.06540778687842372
NUP210,-0.020653997567888972,0.6291758833311697,549,0.7669516242066083
CBX2,-0.09876655931276195,0.020636946610295987,549,0.06500891546326945
PYCR1,-0.0557154408751872,0.19240694931532953,549,0.3387405478156931
F12,-0.05405187449461712,0.20604566554676532,549,0.35790101489475284
LRRTM1,-0.044778897947796006,0.29494412102769907,549,0.4605804438925115
NKD2,0.12124972571079459,0.004441144791228156,549,0.019517662635134266
NOTUM,0.010621181299654437,0.8039007388191549,549,0.8865660034713133
CRACR2B,-0.20590076908851593,1.1408494361050115e-06,549,1.7320168711776083e-05
KRTAP11-1,-0.007205795377451446,0.8662256989396364,549,0.9239213887412728
ANKRD22,0.23739739571249285,1.797851246210394e-08,549,3.623600184172329e-07
TNNI3,-0.12459888873307709,0.003453492946442469,549,0.015770051774965807
ORC1,0.01914540920414041,0.6544347918708111,549,0.7878828750741279
SCEL,0.13207902048588172,0.0019270322625267759,549,0.010147300517539645
SCD,0.04061838922913472,0.34214165483061443,549,0.5108091883741868
TMEM132A,-0.140393283076064,0.0009724720525741264,549,0.005655820047060466
TACSTD2,0.06780300310753824,0.1125396663846447,549,0.23492655357794578
H2BC4,0.10111628613131955,0.01779255471585741,549,0.057141473799003605
CCNO,-0.012647426762539842,0.7674782324728334,549,0.858547419866739
KRT15,0.09332650544993623,0.028779063135342765,549,0.08452945930958716
RAD54L,-0.020879103346495953,0.625442744455524,549,0.7631968353533481
E2F2,-0.034035194592810965,0.42610000612940724,549,0.5942198294962461
APOBEC3B,0.051806851018329915,0.2255427984306253,549,0.3826698568438331
RAD51,-0.023322781482408145,0.5855479804418899,549,0.7307368056659157
GINS1,0.01954529172686465,0.6476993160507506,549,0.7825084733073506
GGH,0.013088320317359074,0.7596173780137497,549,0.8538391489404553
CCNA1,-0.014283689128034373,0.7384310565260817,549,0.837716120836567
DEPDC1,0.013381342684618283,0.7544065830805865,549,0.8512560768544455
CTSE,0.30616787115996374,2.2297471900838974e-13,549,8.408304726477664e-12
ALPL,-0.06736635228677829,0.11487887932390925,549,0.237646529592326
HAPLN1,0.022290332629526077,0.6022598192509017,549,0.7458177594422023
SERINC2,-0.101138294516301,0.01776761982099654,549,0.057141473799003605
PRR11,-0.04788219638046131,0.26271330246005514,549,0.423602552518351
SIM2,-0.01471762606912,0.7307878912325976,549,0.8334546779033235
HMMR,0.051284135804934655,0.2302650286193618,549,0.38842686645892344
ADAMDEC1,0.4993183267248676,5.8764043211973047e-36,549,1.1449194419132748e-33
CXCL9,0.4978130473092781,1.0178005758348299e-35,549,1.383769992067243e-33
SGO1,-0.03233188829171821,0.4496303961658046,549,0.6176473949680676
GOLT1A,-0.0817572018813049,0.05555984701878138,549,0.14177494242906946
TNNT1,-0.06759849790946441,0.11363053065980891,549,0.23588154612356846
H1-3,0.05194091415314504,0.22434285640015317,549,0.3811872080403766
KIF15,-0.0017832990993451167,0.9667467583755249,549,0.9836595230214874
EZH2,0.000764809786200275,0.9857352029350809,549,0.9943985769878456
CALML3,0.01553340687522299,0.716491556813364,549,0.8276468675047653
CASP14,-0.09585982709516239,0.024696140812793668,549,0.07497463038602879
DIAPH3,0.05971078500694392,0.162375567008394,549,0.30081939434677113
CDC25A,-0.08140017045046924,0.05663932864118507,549,0.14393777213379425
PKP1,0.10550865547390559,0.013382703222614699,549,0.0468038940196418
CSPG5,-0.17421247609901477,4.059805175556942e-05,549,0.0003766597023988941
SLPI,-0.038663359694830327,0.3658974300190727,549,0.5373543915732362
DNMT3B,-0.018660422920005786,0.662641483479383,549,0.7938514536469647
H2BC8,0.00738513530663824,0.8629287443281706,549,0.9237762839923365
KRT18,-0.11697890717634647,0.006068020688658773,549,0.025608361678852366
MEX3A,-0.16797470035960965,7.655467774616358e-05,549,0.0006438303473760088
CBLC,-0.1286497280205984,0.0025273480849050465,549,0.012587306105691098
PACSIN1,-0.1303603221396688,0.0022093251633745936,549,0.011427881044180974
H1-2,0.01484859363045315,0.7284862756416157,549,0.8316410705322742
MNX1,0.04661611634664494,0.27555731502352815,549,0.4382673486564686
IGFBPL1,0.05595432810651673,0.19050408903461388,549,0.3364037463466218
EFNA3,-0.338285898531295,3.6477071747690943e-16,549,1.7767373697104463e-14
VTCN1,0.005518074124033201,0.897358518386326,549,0.9409052312921236
PODXL2,-0.12538731819813548,0.0032521160631174078,549,0.015071853615854553
HAPLN3,0.044434243113194896,0.2986801318877383,549,0.4624597008963789
CILP2,0.00021060189826717225,0.9960717803185327,549,0.9977788442093957
SLC16A3,0.06506887711626255,0.12782086193053746,549,0.2549873508477786
MSMB,0.07319436458137445,0.08664106385319342,549,0.1966668031929769
TRPM2,0.07885728311336322,0.06484141785808176,549,0.1585766055985305
GDA,0.10561507329393749,0.013289035485097656,549,0.046651298744982465
FAM111B,0.010430305205942396,0.8073551504695554,549,0.8885355745215213
ACBD7,-0.09174758232075451,0.03160668374901409,549,0.09025159028761744
OVOL1,-0.05218641067319402,0.22215733166843082,549,0.3780231742654958
SPINT1,-0.01590421385084542,0.7100255302870003,549,0.8238137518679216
SLC10A4,-0.046731081013512865,0.2743736952562737,549,0.4375755112613697
KIF18A,0.05861524605503991,0.17023529921972877,549,0.3099643060075428
SYT13,0.02196788687019728,0.6075227006930686,549,0.74691092371848
ESPN,-0.15071887023977126,0.0003945993326776024,549,0.002697582572515305
RAD51AP1,0.041695403992577526,0.3294849057293892,549,0.4989220917068083
KRT23,0.16771017582792144,7.860318161292491e-05,549,0.000656336566467923
DTL,-0.0017753942439834509,0.9668940759203358,549,0.9836595230214874
CKAP2L,0.009264017463131978,0.8285413055310691,549,0.9009904987589021
KIF14,0.005513578102565709,0.8974416876738389,549,0.9409052312921236
TRIM15,0.18183357070959832,1.8145179323773265e-05,549,0.00018606767218851705
SERPINA1,0.2655816753148332,2.5739346200864535e-10,549,6.686510157513476e-09
MAGEA11,-0.04465495433641162,0.296284041170073,549,0.4611931346575437
E2F7,0.026365232788525435,0.5375934103306328,549,0.6974991084090009
TBX18,-0.007281813301212171,0.8648279115238842,549,0.9239213887412728
EPS8L3,0.20967242581334689,7.166861975510914e-07,549,1.16185498575034e-05
LIPG,0.06176379083403136,0.1483866996467612,549,0.28068616810204505
EPCAM,0.025142921376019384,0.556621118531583,549,0.708812731550567
MAGEC2,0.03687486862569516,0.3885060574133554,549,0.5577754269558406
SERPINB5,0.09421788043758864,0.02728080273845679,549,0.08077334897202758
ARHGAP11A,0.002136985506615757,0.9601565723799462,549,0.9812770687838911
PLA2G3,-0.06258938475881505,0.14302739626791086,549,0.2754514435538514
IGSF9,-0.185982500607366,1.1540058395408595e-05,549,0.00012607783424516494
GDF5,-0.052306957944984536,0.22108974766810927,549,0.376754978169125
SHCBP1,0.045408640287196024,0.28819876877757433,549,0.4540490036401407
KLK5,-0.01720959154407875,0.6874306229581657,549,0.8084571410846033
BSPRY,-0.05985024349030572,0.16139496843612905,549,0.2994773303203728
OASL,0.21689093882464713,2.8737790048380555e-07,549,5.2491369635245105e-06
SLC5A1,0.03804428890686256,0.3736288433061916,549,0.5439254269301843
KNL1,0.0077418679220783194,0.8563777606159647,549,0.9211761572741075
HASPIN,0.08236151298243015,0.05377169496109565,549,0.13876183534110556
CHEK1,0.009673617834441098,0.8210857009049652,549,0.8977637641759662
CHST6,-0.009168361852339357,0.8302846898894001,549,0.9020472142014021
IDO1,0.2833182540370486,1.3584496599881438e-11,549,4.4111879236837227e-10
STIL,0.05290839566374037,0.21581811467668244,549,0.37156314588665945
LHX2,0.03687814784928387,0.38846384290091285,549,0.5577754269558406
CP,0.08589641780978387,0.044246350685360335,549,0.11890571023261204
MST1R,0.009675721127918915,0.8210474574105369,549,0.8977637641759662
RACGAP1,-0.0042030451698993046,0.9217286441595574,549,0.959484225309459
CDX2,0.09872766134061349,0.02068718267950063,549,0.06500891546326945
SEL1L3,0.09421047860439989,0.027292962227502902,549,0.08077334897202758
PLEKHS1,0.0606736724697073,0.15569576032744734,549,0.2912133501164575
FGFBP1,0.08434333984596094,0.04824046210148467,549,0.1270114869293594
SLC6A14,0.17971838682831773,2.276633132274641e-05,549,0.00022554102810415724
FEN1,-0.057182764584942404,0.18093684236265856,549,0.32292392171289747
CDCP1,0.124934567646067,0.0033664107994245177,549,0.01543268323344024
ENTPD8,-0.030782434669715156,0.4716591324625959,549,0.6381591734360818
ST6GALNAC1,0.03878019152878553,0.3644495944794952,549,0.5365762921240931
GJB2,0.15696781141557978,0.00022214429699366454,549,0.0016646582255486785
PTK6,0.016090811770601024,0.7067795124892475,549,0.8229683586545334
CYP4X1,-0.03397021549707921,0.42698430862005704,549,0.5942198294962461
IGF2BP3,0.07931781122142016,0.06328745311425295,549,0.1566362877540494
PIF1,-0.09632490998292124,0.024003627281926006,549,0.07307354242857161
RPTN,0.05080531726030459,0.2346518363538993,549,0.3924291798250476
CCNF,-0.0776135425865731,0.06919563291859494,549,0.16453044920432175
KLK12,-0.01521296319848919,0.7220957571377172,549,0.8283905202100014
TPH1,0.044885836392566957,0.29379129769001733,549,0.45976174966483296
E2F8,0.015436669230959882,0.7181818018866588,549,0.827999616682875
ERCC6L,0.021059319570939258,0.622460933519592,549,0.761147313058999
TM7SF2,-0.2609266048059874,5.379178670189928e-10,549,1.3670130142287014e-08
IDH2,-0.019524477755900518,0.6480491964584562,549,0.7825084733073506
HMGB3,-0.0852018812028385,0.04599672732580568,549,0.12248331262839827
MCM4,0.01502206460923704,0.7254414650042181,549,0.829785785313044
CTCFL,-0.06013476843660366,0.15940818033535528,549,0.2967327433312585
GRB14,0.01035456082544453,0.8087269899836601,549,0.8885355745215213
CRYGC,-0.12791994094512985,0.0026753144816350468,549,0.013031010954297373
TUBA1C,0.04519441150768183,0.29048169611708685,549,0.45580282249781817
RHPN1,-0.15561420112335514,0.00025205074350154606,549,0.0018301075723807909
DUSP9,-0.05693199821769342,0.18286036918923446,549,0.32486895377236336
RNFT2,-0.13819273514478403,0.0011697022177549162,549,0.006605709625871967
PAX9,0.04824095042138023,0.25915003264398884,549,0.42134407254634626
XG,0.09254716195037953,0.030146378287332166,549,0.08766446820370971
MYH7B,-0.06534765614900878,0.12619267041452306,549,0.2540465447903948
ESRP2,-0.051187282662692506,0.23114764635712526,549,0.38903413983251306
GRHL3,0.0630037865024674,0.1403937817413467,549,0.2708256284746441
NFE2,0.023501186466927133,0.5826821090252592,549,0.7297560543036038
GALNT14,0.1143491072390451,0.007318768744464265,549,0.029400827018139952
TLCD1,-0.11022876847933688,0.009745345229767137,549,0.03686831253591515
MAD2L1,0.025602163049705445,0.5494338477751181,549,0.7051489347771083
KIF23,0.028672026511471545,0.5025941194208319,549,0.6653822487009654
MSX1,-0.0696143679223732,0.1032334031213776,549,0.22143091421814756
PSAT1,-0.0410120349117597,0.33748014045991864,549,0.5070877688915744
KRT81,0.08814183066834144,0.038966402372925174,549,0.10743331220271114
HMGCS2,-0.022236648227673277,0.6031346205722407,549,0.7458177594422023
TRIP13,0.004517570100913406,0.9158923212673911,549,0.9559626103228395
DMBX1,-0.07827095703560313,0.06686515472415581,549,0.16162057667085683
RCOR2,-0.2106879772480334,6.314321925639697e-07,549,1.046666305378517e-05
LAMP3,0.3259868333561871,4.660234218875563e-15,549,1.8159379339551777e-13
CKMT1B,-0.16922461747044082,6.753793175405914e-05,549,0.0005936228738383093
DSG3,0.06193793850141846,0.14724368496263887,549,0.27897547442678255
CLSPN,0.03658152996231898,0.39229356461673776,549,0.5599403871025231
PFKFB4,-0.20763813719789304,9.219126959102191e-07,549,1.4369545886920613e-05
MCM2,0.03716525136186416,0.38477867279334627,549,0.5553163808585454
SEPTIN3,-0.12007456061690726,0.004844079595361135,549,0.020973070544359877
DSP,0.05946921651600365,0.1640847476126869,549,0.3020709763137496
ITGB6,0.15154328978428538,0.0003662502720905148,549,0.002518509223963599
OIP5,-0.061385737233529504,0.15089129219933864,549,0.2845030977113337
KLC3,-0.0923692729442796,0.030466164393273616,549,0.0879381387055231
SPAG4,-0.12860915001396037,0.0025353752324158985,549,0.012587306105691098
PROM1,0.14568131959779682,0.0006172355344133588,549,0.003921458368093567
AKR1C1,0.07680173755345088,0.07216478446675595,549,0.17077051223003584
SLC2A1,-0.10133076607888146,0.017550852996377854,549,0.056833648622619706
DLL3,-0.06512785595546547,0.12747504787237338,549,0.2547425981817524
COL9A2,-0.10935459658207058,0.0103439612919087,549,0.038421472135782106
SLC2A6,0.10906269830046307,0.010550994093610138,549,0.03903200030199447
CLDN4,-0.018908119123507424,0.6584449688169974,549,0.7910813654132272
SIGLEC15,0.041027340627829915,0.3372997175389568,549,0.5070877688915744
ST14,-0.025203476671706897,0.555670799610644,549,0.7083742254578439
FOXA3,0.1062899548499431,0.012708355476632035,549,0.04492927968429107
DSC2,0.037558932631327036,0.37976029895165575,549,0.5494304325179277
KRT4,-0.0180447096365066,0.6731186376504075,549,0.8011538533209002
ETV4,0.007300938063173315,0.8644763192058463,549,0.9239213887412728
PLS1,0.06390980640272186,0.1347655479063631,549,0.26433041191701084
SLC39A4,-0.20200666470859127,1.8271543198046979e-06,549,2.5427897617282043e-05
SLC18A3,-0.033237586531796946,0.4370282388838974,549,0.6060332280608257
LRRC31,0.06756606933622257,0.11380427032822293,549,0.23588154612356846
TRAF4,-0.06443743405093173,0.13156897839436216,549,0.2601343294219578
ESCO2,0.05141891853058695,0.229040741197814,549,0.38691998043387943
KRT83,-0.0789204260471783,0.06462651469277704,549,0.15838238087181625
PNP,0.027490436251953545,0.520370185142081,549,0.6827303551415181
PKP3,-0.04082376958528688,0.33970445926477644,549,0.5087096538686124
C1orf116,0.11628284762184489,0.006378864028270963,549,0.026727211645336042
DLX5,-0.0580892809874502,0.1741082581195515,549,0.31329264697159087
ACY3,0.11504135527828244,0.006968932470577379,549,0.028426109293047837
SRMS,-0.005634372471614921,0.8952075762235918,549,0.9406778700640368
RAP1GAP,-0.14879647256337458,0.00046883598591684954,549,0.003096436539755916
PLA2G4F,-0.1423018445091028,0.0008267800175701499,549,0.004956440207894899
KCNH3,-0.18453403243878297,1.3530807804719444e-05,549,0.00014645846596034287
NEIL3,-0.0031064143164185208,0.9421085966842241,549,0.9720432034632461
POLQ,0.024676212708291526,0.5639717602492141,549,0.7150574704244375
CYP2D6,-0.0911940304514826,0.03265273988883752,549,0.09242385697348925
HROB,-0.05332764137717323,0.21219719494209538,549,0.3658680249075361
CTHRC1,0.2106340900932262,6.35699809083616e-07,549,1.046666305378517e-05
OCIAD2,-0.0075813054561409245,0.8593251122979995,549,0.9216064736480379
EME1,-0.06719930066246953,0.11578382727712859,549,0.23829453184324528
PITX2,0.05905455473796946,0.16705008537082858,549,0.3056954414426027
DPP3,0.02390534518331575,0.5762140240519835,549,0.7250744823646597
SPTBN2,-0.08638738709338208,0.04304311648863823,549,0.11620647384576928
FASN,-0.06300622595465244,0.14037838936425936,549,0.2708256284746441
VGLL1,0.03183001324661708,0.4567011803972675,549,0.6255819383175435
TICRR,-0.053828729344773445,0.207927099307013,549,0.3600989319850344
LGR5,-0.11966798286828927,0.004990984820178634,549,0.021450225201429498
MESP2,-0.19919008139803224,2.5542429882163306e-06,549,3.43208052094815e-05
DPPA2,0.05928823862139632,0.16537405989140358,549,0.3039658427878157
ULBP3,0.027332267270043988,0.5227739969949959,549,0.6835825531176177
PDCL2,-0.07416144570465061,0.08254810857274392,549,0.18921321357164242
TNF,0.16865788739358203,7.14944403439605e-05,549,0.0006190888945339988
CRYBG2,0.07236894492368945,0.09026234086941522,549,0.20175272748823403
DNAJC22,-0.013978410405357878,0.743823637014315,549,0.8409379416535148
NDC80,-0.007782624618809853,0.8556299297442033,549,0.9211761572741075
MISP,0.020000072521312202,0.6400739874560247,549,0.7753849651151222
TMC5,0.1427390962890681,0.0007963782577188308,549,0.004823658980690742
H2AC14,0.030998568520674237,0.46855116742126857,549,0.6354249590666624
IGLON5,0.09782704137576136,0.021880416508266765,549,0.06784670264764947
ARHGEF16,-0.03785336915886157,0.3760333864316908,549,0.5456021017822311
FOXF2,0.17518000781716267,3.672065050686672e-05,549,0.00034618097131070317
GRHL2,-0.11214985803953138,0.008536788165948833,549,0.03337627212707085
RBBP8NL,-0.3046419441513375,2.9678665092298955e-13,549,1.0513442270574994e-11
CENPE,0.02744500214744675,0.5210600990432065,549,0.6828691208312875
PGAP6,-0.03180734045868535,0.4570220757305392,549,0.6255819383175435
SLC4A11,0.03635257752260993,0.3952651942145457,549,0.5617876862584122
FOXI1,0.03310751158800685,0.4388255690719029,549,0.6070853138994727
HAS3,0.17752598456934965,2.8723266888516627e-05,549,0.0002798124916056328
CLIC3,0.028309927079820583,0.508007371810162,549,0.670271577478645
KRT28,0.059073345219973844,0.16691484759516792,549,0.3056954414426027
GPR50,0.0751582071685981,0.07849457091447688,549,0.18263688940492892
PADI2,0.06928599393308442,0.1048736407399599,549,0.22412666549362548
FZD5,0.07930212741269342,0.06333986571626075,549,0.1566362877540494
PLK4,0.017921829602507603,0.6752172761282832,549,0.801349234308592
RAB11FIP4,-0.1119900210674412,0.008631985213815441,549,0.03347532782697401
GJB5,0.11108132778259909,0.009191391372039868,549,0.03513904652697881
TMEM72,-0.12029980610115089,0.00476438375577764,549,0.02070470115429019
HK2,-0.059013420068822736,0.16734642405695901,549,0.3056954414426027
LSR,-0.010761582560074845,0.8013622353776152,549,0.8861190215593001
KLHDC7B,0.2692618104449149,1.4226330363356946e-10,549,4.157645048691068e-09
GALE,-0.01741758859384802,0.6838553309626748,549,0.805873872878394
MUC1,-0.02784332495712178,0.5150276243172249,549,0.6772410492990281
TRIB3,-0.006516547550411378,0.8789178362594814,549,0.9315094746938656
PLEKHG6,-0.03893183359259703,0.36257570735099237,549,0.535165406430947
ESRP1,-0.00810813667562553,0.8496619128485049,549,0.9179803845840131
APBA2,-0.030908945866466517,0.4698385508363345,549,0.6364325213530417
KRT75,-0.05710388577525479,0.1815402676901425,549,0.32350697092953745
LGALS4,-0.06986939386751413,0.10197362741718297,549,0.22116358154116306
AP1M2,-0.19484047124348672,4.245225103751669e-06,549,5.279434198176277e-05
SPDYC,-0.026908067223891954,0.5292488440651453,549,0.6882001098021745
CCDC167,-0.1345148505517059,0.0015832881430148144,549,0.008529326447854
PGD,0.02405292605364402,0.573860616234472,549,0.7236710467940645
TIMELESS,0.01773283905948632,0.6784499156670161,549,0.8035541554354021
AGMAT,-0.06241909341107619,0.14412053128299712,549,0.2757396089522482
FANCA,0.0038677792137199315,0.927954461547023,549,0.9623003027678341
TMPRSS2,-0.029958626591389547,0.4836086278543049,549,0.6483239517909202
DNA2,0.006889452262655012,0.8720469244707538,549,0.928436115397369
LMO1,-0.07776916709170645,0.06863803177993649,549,0.16377045229188306
FANCD2,-0.02196275385043764,0.6076066458672498,549,0.74691092371848
AKR1B15,-0.038561892608151245,0.36715775830871994,549,0.538528757167997
PAQR6,-0.14527563537734653,0.0006394890993991453,549,0.004040879768635681
LRP2,0.041166546383982296,0.33566160706387493,549,0.5056551786825642
GALNT6,0.04207084606988879,0.3251448526653168,549,0.49427091386964284
TMEM52,-0.15563276657927852,0.0002516162347951941,549,0.0018301075723807909
GINS4,0.002850957876919692,0.9468619644697504,549,0.9743676377333963
EFNA4,-0.20944118702883813,7.375899176904446e-07,549,1.1651927213244996e-05
KLHDC7A,0.06766763158122811,0.1132608348826585,549,0.23577462707078764
TTYH3,0.04365783073630583,0.30721130823538845,549,0.47378630518096193
SLC52A2,-0.0765057781355496,0.07327279914791819,549,0.17304222667457853
SLC29A2,-0.1987060747477165,2.704305459090539e-06,549,3.592423956450955e-05
MYO10,-0.01755073772304836,0.6815703098060436,549,0.8048037294578434
TONSL,-0.0931892334859907,0.02901596242882342,549,0.08501167939672827
NR0B2,0.0019394423612111773,0.9638370583923337,549,0.9831810831244661
UBE2S,-0.09306928323561087,0.0292243369767801,549,0.08540812481463984
IRF7,0.08976325417632107,0.035494391143630226,549,0.09974265203582629
SPINT2,-0.02964127332919962,0.48825523586475295,549,0.6530553440799728
CYP4F11,0.06801637701793423,0.1114102891772977,549,0.2329850233421485
