antigen,spearman_r,pvalue,n,FDR
PRSS22,0.07513541542020662,0.07858541947876753,549,0.18263688940492892
KCNJ15,0.05730849170888262,0.17997809809103635,549,0.32219662583219216
ABCG1,0.010992853223986668,0.7971853498158606,549,0.8841647760291662
TBC1D7,-0.08006973359675264,0.06081628120006504,549,0.15256273116497002
ELF3,-0.016027209996337676,0.7078853217531988,549,0.8234009364472532
ANO9,-0.10276378720796576,0.016008382388735913,549,0.05301359493606879
NFE2L3,0.12534793912561054,0.0032619152821310535,549,0.015071853615854553
PROM2,-0.09192649239795346,0.03127478200594991,549,0.09004980336195922
ATP6V0A4,0.02467665120213972,0.5639648321633983,549,0.7150574704244375
FA2H,-0.0344005575873711,0.4211476478657513,549,0.5896067070120519
NR2F6,-0.20685203114065148,1.0154503097527822e-06,549,1.5619229106592138e-05
NEUROG2,0.01948982264891003,0.6486319167107124,549,0.7825084733073506
XRCC2,0.013553689831920622,0.7513469286811867,549,0.8486227629259008
SCNN1G,0.00046402791057001804,0.991344924813059,549,0.9956032793010876
HOXB6,-0.07062480736526448,0.09831354460807566,549,0.21481968905951485
ENO1,-0.06219094136289303,0.14559508286940104,549,0.27674902743793467
CA6,0.07520699090435722,0.07830040400835374,549,0.18263688940492892
OPRK1,-0.11005147164704568,0.009864204009680449,549,0.03707798870519757
USP18,0.11268172934321073,0.008226716115472064,549,0.03239835567861147
MAP2K6,-0.004003756603971992,0.9254288384386837,549,0.9623003027678341
DLX2,0.025534793774785222,0.550485334802689,549,0.7056111363863414
TRAIP,-0.13109082931746566,0.0020850163412601433,549,0.010881179030951373
MSI1,-0.17625195354284745,3.28350491633021e-05,549,0.00031462436452377174
SLC30A2,-0.08441344833192156,0.04805386369190387,549,0.12680579380549803
IL19,0.12168817832962832,0.004298744071952503,549,0.019034969015577562
OAS3,0.256815992704646,1.019125239359113e-09,549,2.4819945933558397e-08
B4GALT1,0.04709367215290394,0.2706633453594045,549,0.4332220318817736
MROH6,-0.049464684830802075,0.2472472979147765,549,0.408237417037251
TRIM17,0.07798521290444231,0.06787005190203423,549,0.16258215301942217
LAPTM4B,0.12236571772529653,0.004086799644422468,549,0.01823461368064834
RASSF6,0.10390313705088965,0.014868151440703706,549,0.050339633418162916
KRT7,-0.10777102120885777,0.011511908101149413,549,0.041793231584607654
COMP,0.1451942123706773,0.0006440442394735566,549,0.004047783419056923
RHBDL1,-0.2396970828247248,1.2960359630205156e-08,549,2.754665528674514e-07
SDS,0.4384732326632316,3.3612612546733636e-27,549,2.432757736329044e-25
CKMT1A,-0.1329402623594885,0.0017983661869197926,549,0.00955586396595108
LLGL2,-0.07281074607769837,0.08830925176260766,549,0.19890850734198143
WDR62,0.0025281654646259174,0.9528709540001354,549,0.9771106537071564
BLM,0.04304440920593532,0.31406424212213646,549,0.48225642994342605
COL17A1,0.07956882886613822,0.062453447986858715,549,0.15566754945978217
SLC9A2,-0.03837552399822775,0.36947967168518264,549,0.5405778926157428
GAPDH,-0.11579695483010072,0.006604244040341274,549,0.027377167670776414
NRCAM,0.05373082264550496,0.2087565031070824,549,0.3610005209055907
SLC29A4,-0.06325153043994204,0.13883717478585766,549,0.2691553189463808
FANCI,0.03422821130637035,0.4234795275491604,549,0.5921621623265174
CYBA,0.09505716492434216,0.025931945773636583,549,0.0777293451522594
ALDOA,-0.07489094607677832,0.07956525735613709,549,0.18454719414548462
STXBP6,-0.10410209550331605,0.014676531984172101,549,0.05016627453069353
GALR2,0.0023888618554714987,0.9554650264312228,549,0.9789120209448724
IKBKE,0.12759363407921503,0.0027439937463191017,549,0.013310077549572738
H2BC5,-0.05117161898701542,0.2312906135017935,549,0.38903413983251306
INAVA,0.11322770809496864,0.007918912237157606,549,0.03148710341917429
IL1R2,0.16721703090495724,8.256084411004199e-05,549,0.000684493806841412
CENPK,0.058076879843063894,0.17420035973612835,549,0.31329264697159087
THEMIS2,0.20574604859917928,1.1626017111576994e-06,549,1.7424120517222444e-05
STXBP2,-0.047070175247750944,0.270902741920938,549,0.4332220318817736
ESM1,-0.1977869468087704,3.012809805653684e-06,549,3.913305180899063e-05
GBP5,0.4980645602500638,9.287233787544461e-36,549,1.383769992067243e-33
ARHGEF39,-0.11969055373086897,0.004982725337485989,549,0.021450225201429498
TBX15,0.0976533766256676,0.022117250254810726,549,0.06839964430654429
RTKN2,-0.013286412526113575,0.7560935113569566,549,0.8515157175108692
CENPO,-0.012503762269767722,0.7700448859333475,549,0.8597731343420089
TCN1,0.18896549792724138,8.283045924521976e-06,549,9.587010579966524e-05
FOXN4,-0.01199129908952527,0.7792206485062789,549,0.8683593308902193
SSC4D,-0.0740083657326847,0.08318537116872986,549,0.19030078061887515
KLRG2,-0.10390474033707739,0.014866598550416242,549,0.050339633418162916
ABHD11,-0.09841530233074983,0.021094458291890193,549,0.06575845798191902
H2AC11,0.056486346520343934,0.18631601268546452,549,0.3300051800444061
H3C8,0.01286661073289382,0.7635672817890674,549,0.8558103091192903
EGFL6,-0.09953158484449617,0.019670265808708377,549,0.062315828537615435
DMRT3,-0.12509007417744894,0.003326749019866826,549,0.015310903953639054
GMIP,0.19798477777656912,2.9436901076522248e-06,549,3.866487343646574e-05
LPAR2,-0.06680648775658947,0.11793378196620034,549,0.24060138066053785
GRHL1,0.058163107683270425,0.1735607078232382,549,0.31310565963790965
GPR35,0.07904424449270421,0.0642068077091242,549,0.1576843659915256
ENC1,0.07321461594526092,0.08655370959368149,549,0.1966668031929769
IDH1,0.017623005530167157,0.6803313122402529,549,0.8048037294578434
GPT2,-0.1262014424488997,0.0030554271179264246,549,0.01434455542512446
KNSTRN,-0.10440052070302162,0.014393184894885985,549,0.04963890939794722
EXOSC4,-0.1882976709780587,8.92543427109051e-06,549,0.00010229247708730203
ULBP2,0.09745548781209007,0.02238982685451895,549,0.069059914493226
RCC2,-0.026260474797030982,0.5392113253068531,549,0.6983651114472161
FUT2,0.05857988766448741,0.17049362597335332,549,0.3099643060075428
IL32,0.35544326839049833,8.586991532264449e-18,549,4.3644317831378873e-16
KRT19,0.021880912753235362,0.6089457679333576,549,0.747749582682873
NECTIN1,-0.04866296170988869,0.2550013825132615,549,0.417414663879421
CHAF1A,0.00024069823519386763,0.9955104185382686,549,0.9977788442093957
TJP3,-0.023477904569205277,0.5830557354316219,549,0.7297560543036038
DLX4,-0.06056727597939454,0.15642347565635012,549,0.2921070975116187
NACC1,-0.12914428477668877,0.0024313606366175348,549,0.012304158373185707
BAIAP2L1,-0.0301513157179066,0.4807990405486974,549,0.6460156376865761
HKDC1,0.07145807724244964,0.09439841915560337,549,0.2082108528167931
DLX1,-0.026206033791055093,0.5400530887496009,549,0.6983651114472161
RUNX3,0.3312968321112919,1.5734362182218226e-15,549,6.56909621107611e-14
GRB7,-0.03155068695812983,0.46066337146817754,549,0.6269097569805583
CENPN,0.07859475453348853,0.06574123142000031,549,0.15977442729725647
CLDN18,0.18897521309309012,8.274034389596365e-06,549,9.587010579966524e-05
TPI1,-0.10193646407838104,0.016883713407137207,549,0.05528588507827282
PLAAT1,-0.08846801212372711,0.038245704198213375,549,0.10645054335169389
CXADR,0.028923602423662254,0.4988511364980827,549,0.6648849010793726
EGLN3,-0.05091986124714651,0.2335970818804118,549,0.39204963267148424
ELAPOR1,-0.021528894303813537,0.6147205265200927,549,0.7540485787009321
EVPL,-0.06676703616275234,0.11815142431503904,549,0.2406254617147746
DDX39A,-0.1064456942283914,0.01257757857232637,549,0.04469054513996816
H3C11,0.05076826143336463,0.2349937762347689,549,0.3924396063120641
IGFBP2,-0.09533310851726554,0.025501209438941734,549,0.07701629809761773
ZIC5,0.06878687808745386,0.10740617433239846,549,0.22663866027901408
NETO2,0.06336002232496117,0.13815969432240155,549,0.26865565265752644
PADI1,0.19078177080690745,6.751338210826578e-06,549,8.053382008628847e-05
RIMKLA,-0.14291696776612337,0.0007843097122854992,549,0.004800303945873029
SYT5,0.07008246865883176,0.10093046571894065,549,0.2193080193781443
HMGCR,0.09811872464020366,0.02148758661725249,549,0.06680582115842597
NEK6,0.0554356536527172,0.19465327101649074,549,0.34166617690432083
GPR160,0.07275047954717694,0.08857365603342854,549,0.19912039212130378
HABP2,0.18633508037228624,1.1099503827718776e-05,549,0.000122678133282653
ELOVL3,-0.006205060913336128,0.8846640978680654,549,0.9350563566073855
USH1C,0.0660977053883078,0.12189199654569133,549,0.247381499933877
CENPI,0.03047309333262795,0.47612705562581437,549,0.6423173781940734
MAST1,-0.1542204921376199,0.00028674836516632266,549,0.002031568720481401
GPRC5A,0.04530660197765619,0.2892846301909816,549,0.4551463427903869
GCNT2,-0.04982569502612581,0.24381000848411066,549,0.4031347094924632
COCH,0.09501271108257481,0.026001919824519326,549,0.07773975517867798
VDR,0.2038528397532825,1.4631672216043138e-06,549,2.1282466949610045e-05
HOXC13,-0.018651793931174533,0.6627878689131202,549,0.7938514536469647
REC8,0.043003687708725404,0.31452269086209084,549,0.48225642994342605
PKM,-0.028888357065932752,0.4993746305797169,549,0.6648849010793726
MREG,0.14953560977732333,0.0004388758605581792,549,0.002953741793930675
ZNF695,-0.09914345797161238,0.020155656232794947,549,0.06368097874631701
OAS2,0.3319421570013888,1.3769253903879591e-15,549,5.961576968013053e-14
TFRC,0.04623451216726316,0.27951100547108304,549,0.44227263988191423
PARVG,0.20323930945206525,1.5756351568601216e-06,549,2.219177708878894e-05
LDHA,-0.012517831177637329,0.7697934248585198,549,0.8597731343420089
GLYCTK,0.06477984460096681,0.12952609224489697,549,0.25663729124455015
PROC,0.10742038066436775,0.011785780539025856,549,0.042392546000373
DMRT1,-0.11008569176236234,0.00984116322513623,549,0.03707798870519757
SOX11,-0.06971508512767267,0.10273441438259492,549,0.22143091421814756
TYMP,0.46209064438811964,2.1605433959959016e-30,549,1.942827099937853e-28
GGCT,-0.16481033863826733,0.00010471990925173089,549,0.0008384765336662562
RTL1,0.0015848412975898694,0.9704456140478775,549,0.9850509994343791
CIP2A,0.06909141799274458,0.10585524586757399,549,0.22469596242957404
FGFR4,0.09174925031093514,0.03160357554976506,549,0.09025159028761744
MAPK13,0.11305630192072696,0.00801441863849554,549,0.0317588318250891
AMELX,0.07604218369962412,0.07503626890613911,549,0.17649375925810185
ANKLE1,-0.03979824715256845,0.35198491332957554,549,0.5221705122871495
OAS1,0.27357359644065404,7.020627592029151e-11,549,2.2181388256978588e-09
PCDH19,-0.010685508672235321,0.8027374198727962,549,0.8861190215593001
H2BC21,-0.04298207635768963,0.314766172837326,549,0.48225642994342605
F2RL1,0.13220287351563154,0.0019080243057644055,549,0.01009267155402077
SMC4,0.048469836573222964,0.2568941796335373,549,0.4188414170036333
PAX8,-0.13451579332876448,0.0015831667619504216,549,0.008529326447854
GPI,-0.1156780198780917,0.006660488308748582,549,0.027512759126950857
KDF1,-0.14937062379206692,0.0004454046030070448,549,0.002975302748087059
CKAP2,0.01797157889774858,0.6743673153702017,549,0.8011538533209002
FZD10,0.06334160191132825,0.13827454167721304,549,0.26865565265752644
CES3,-0.06440806408722982,0.1317453584279108,549,0.2601343294219578
CIT,0.005843223851042969,0.8913468008204462,549,0.9388905444240425
OPLAH,-0.06529826202675312,0.12647997353978593,549,0.2540465447903948
GMDS,0.04248131669694431,0.320442518678868,549,0.4896696788700611
FAM241B,-0.1018843212549088,0.016940259324816985,549,0.055316098186343726
SAA1,0.1443981073381174,0.0006901946601694629,549,0.00431463934619306
FSTL4,0.025909011836686802,0.544657140258444,549,0.701989191799472
CDH1,0.024060975919298285,0.5737323792547363,549,0.7236710467940645
DDC,0.041277152412157674,0.3343636931309227,549,0.5050014951809414
DDIAS,0.04790830405285355,0.262452859354129,549,0.423602552518351
RIPK4,-0.006632074000746969,0.8767882199731646,549,0.9300956707337835
ZNF296,-0.068917002984252,0.10674130603245696,549,0.22564301401797865
ISG20,0.2033912452886756,1.5470352973922737e-06,549,2.205468612989717e-05
CXCL11,0.46365462269339364,1.3009260516325252e-30,549,1.267318795298685e-28
SCUBE3,-0.18053684883314225,2.0859326613503758e-05,549,0.00021021166216539562
CHTF18,-0.16569908731928598,9.595447918035777e-05,549,0.0007789637927905433
A2ML1,-0.01493442666493396,0.7269791729960036,549,0.8307318213414743
IL4I1,0.21227488478176526,5.174101665589722e-07,549,9.027649025484156e-06
ADAMTS15,-0.06963054143741851,0.10315314452914881,549,0.22143091421814756
BICDL2,-0.1477871209401663,0.0005128291874558444,549,0.003367962472673495
ATAD2,0.0348136027284984,0.4155897438978591,549,0.5832225817726258
STX19,-0.05674031180377807,0.18434088021212086,549,0.32700225943546174
TSPAN33,0.15243305376367483,0.00033779186681542775,549,0.0023365603095102665
RHPN2,0.12695102273180534,0.0028839639218767458,549,0.013760627855811901
LILRB4,0.5346858751939361,6.421297755771585e-42,549,2.502165692165661e-39
PCK2,0.04009986184690026,0.34834436859412865,549,0.5180846906953389
FAT2,0.01828668532543475,0.668993418739239,549,0.798828709403647
PACC1,0.025325965627181823,0.5537509489214731,549,0.7069097698646837
RPS6KA1,-0.015315123231839757,0.7203074604182788,549,0.8283905202100014
FOLH1,0.07192221364053362,0.0922723192067762,549,0.20429231278924503
TTC39A,0.10255536467542603,0.016225064928119176,549,0.05342845324217273
HMX2,0.08883031912126699,0.03745846665044145,549,0.10450822795791422
SYNE4,-0.2128643418666323,4.803281881935081e-07,549,8.507631090881986e-06
DTNB,-0.16886884883295078,6.999677480722941e-05,549,0.0006106435055944118
