gene,log2FC,mean_tumor_tpm,mean_normal_tpm,pvalue,FDR
HAAO,-1.8977046542623697,5.011177595628415,21.398842857142856,1.369032052357718e-18,3.0729647346663446e-17
PBX3,-2.0853154644210536,4.187033879781421,21.012105714285717,1.394471484440281e-18,3.1215726662545125e-17
ZNF727,-1.6018747718569735,0.8357750455373406,4.572265714285714,1.3938147890200706e-18,3.1215726662545125e-17
SNCA,-2.4715454992863135,1.1353174863387978,10.843274285714285,1.4008956725568955e-18,3.1317041742335584e-17
VSIR,-1.9841238624492705,16.22483224043716,67.14528285714285,1.433508375957165e-18,3.2002735029149264e-17
RAPGEF4,-1.6743180620789375,1.6538238615664846,7.470168571428571,1.4736171305839642e-18,3.2853696514019247e-17
CCL21,-3.674948646287472,46.068976320582884,600.1800057142858,1.4826898919427957e-18,3.301136010428103e-17
EGR1,-2.7434607457343647,198.39487249544626,1334.2972742857146,1.5148497974393903e-18,3.368192986274267e-17
DCAF12L2,-1.9272763275628528,0.936568670309654,6.365477142857143,1.51753476215432e-18,3.369621602425569e-17
IL6ST,-1.623555544557754,29.433140072859747,92.77470000000001,1.5288407952910316e-18,3.3901633656870214e-17
SYNC,-1.8824155573979837,0.6537735883424408,5.097328571428571,1.5343844080884175e-18,3.3978891227708333e-17
ZNF471,-1.2082879302186207,3.3794140255009104,9.119217142857144,1.5572103846200282e-18,3.443814601268261e-17
EFNA3,2.1215190273562947,16.370293260473588,2.991777142857143,1.5715876496393143e-18,3.4616974735930394e-17
ESCO2,1.8120150054179627,3.925153187613843,0.4026485714285715,1.5715857999193005e-18,3.4616974735930394e-17
KIF11,2.4889028814582552,25.86007923497268,3.7849000000000004,1.5715913490854566e-18,3.4616974735930394e-17
ABLIM3,-2.327562032835092,1.2570936247723132,10.329625714285715,1.6007252673443584e-18,3.5165090463231144e-17
C10orf143,-0.8470204254724558,1.4155502732240437,3.3450485714285714,1.6007384493809304e-18,3.5165090463231144e-17
INPP5A,-1.479506673777431,16.77672349726776,48.570991428571425,1.630430748819002e-18,3.576974267821263e-17
TSACC,1.3348285351626572,2.981176320582878,0.5782942857142858,1.6454676227464883e-18,3.595631865265456e-17
NIPSNAP3B,-1.147639215617314,2.3860985428051005,6.501937142857144,1.6454695571743929e-18,3.595631865265456e-17
LHFPL6,-2.567676661572809,12.628943533697631,79.79972571428571,1.6454734260367432e-18,3.595631865265456e-17
RBM20,-1.1378321943368344,0.6955526411657559,2.731065714285714,1.660610200729527e-18,3.6239083454544625e-17
B3GNT4,1.098028605087662,1.59751985428051,0.21344285714285716,1.6759730932010525e-18,3.64779704009958e-17
PDK4,-3.0029827862323253,14.89545591985428,126.42683142857139,1.6759790013307564e-18,3.64779704009958e-17
STARD13,-1.7231074499630545,5.2638404371584695,19.679865714285718,1.691442529005814e-18,3.676603273193402e-17
AFAP1L2,-1.8936796691887041,16.153177231329693,62.73807714285714,1.7070449256727548e-18,3.705635155756462e-17
TMEM132A,2.2718683488686073,99.40782094717669,19.7906,1.7386793508269215e-18,3.7693471655640665e-17
PRKD1,-1.4695737690845827,4.584281056466303,14.46511142857143,1.7466733712192788e-18,3.781708304248774e-17
MPDZ,-1.6476562180106868,5.277209653916211,18.668017142857146,1.75470780344602e-18,3.794124422182495e-17
IRS1,-1.739818075680827,13.55762805100182,47.62146571428571,1.770890464659307e-18,3.819104690973757e-17
ANLN,2.528986834693348,18.197603460837886,2.326182857142857,1.770890464659307e-18,3.819104690973757e-17
PI16,-4.794219736589907,1.2288522768670307,60.842242857142864,1.7837267072852836e-18,3.8392570751338884e-17
TGM2,-2.205915669212289,75.59002604735883,352.3613142857143,1.7872162890670542e-18,3.8392570751338884e-17
FOXP1,-1.1556749995979765,2.935025500910747,7.766785714285714,1.7872141923951927e-18,3.8392570751338884e-17
PIMREG,2.4629744054224765,16.063659927140254,2.0948742857142855,1.8540190491504077e-18,3.977582090101876e-17
PGAP4,-2.2090373132012813,4.037940072859745,22.293754285714286,1.8710947910322262e-18,4.009002839279178e-17
TSPYL5,-2.2044982786567138,8.038311475409836,40.65886285714286,1.9057336007099764e-18,4.0779238579135133e-17
ZDBF2,-1.4834105933232844,1.3429956284153006,5.551225714285715,1.923189477755045e-18,4.109945596373411e-17
TXNDC17,1.4030449917372954,49.36852295081967,18.04586,1.9409986530158103e-18,4.142638522309811e-17
GALE,1.7163620523584182,58.58224098360655,17.131777142857143,1.9588720444609377e-18,4.175383848774748e-17
HMGB3,1.9238415135529383,92.78641839708561,23.717579999999998,1.9951077839342477e-18,4.247133963786738e-17
KLHL38,-1.8657402442530266,0.22453642987249545,3.462882857142857,2.015148417653323e-18,4.2842678601088306e-17
ZNF662,-1.5556613438859253,2.0036284153005464,7.829720000000001,2.0695521774936206e-18,4.3942692180553095e-17
HPSE2,-2.5035036240947335,0.9547389799635704,10.084560000000002,2.072786702136267e-18,4.395480078643205e-17
PRSS8,2.813812768995966,222.08286047358837,30.726645714285716,2.166531549503003e-18,4.576624520320172e-17
MAX,-0.7210177175136048,27.275189981785065,45.60725142857142,2.166531549503003e-18,4.576624520320172e-17
RBM24,-2.7988134761754915,4.28571621129326,35.781602857142865,2.166526490989959e-18,4.576624520320172e-17
SRF,-1.266337740487014,51.27863442622951,124.75633714285715,2.2065522854274213e-18,4.637424785029428e-17
TMEM8B,-1.1502206930350996,5.992696903460838,14.520139999999998,2.2065471358753078e-18,4.637424785029428e-17
RAB12,-1.1901715945397058,26.012265027322403,60.63655428571428,2.206557434990969e-18,4.637424785029428e-17
DNMT3B,2.1484359683339775,13.965326411657559,2.3755342857142856,2.2065548602078035e-18,4.637424785029428e-17
DQX1,1.1710328123964395,1.4435499089253188,0.08518857142857142,2.225365595105516e-18,4.6622412263901626e-17
DDX39A,1.4953110589289818,104.90041202185792,36.563337142857144,2.22684330609495e-18,4.6622412263901626e-17
RELT,1.3646893888353753,4.233125865209472,1.032117142857143,2.226832914720245e-18,4.6622412263901626e-17
DNASE1L3,-1.2740045664490327,0.539131693989071,2.722111428571429,2.240466374142119e-18,4.6848180279590215e-17
ARHGEF6,-1.8168944112659777,5.239949180327869,20.98471142857143,2.2679637897593266e-18,4.7303244757837384e-17
FAM78B,-1.1601939370207028,0.805451183970856,3.0349571428571425,2.2679452777270032e-18,4.7303244757837384e-17
DENND4A,-1.0697940152100647,4.832996903460838,11.24424,2.30983385830704e-18,4.8055254294147306e-17
INSR,-1.5160523600182678,16.504430601092896,49.06396285714286,2.309844626940163e-18,4.8055254294147306e-17
MAPK10,-1.3848998169069364,0.7997340619307832,3.700074285714286,2.3203916791329943e-18,4.8213881514277256e-17
GLIPR1L2,-1.2804206820494715,0.5075460837887068,2.6619771428571433,2.33025302745129e-18,4.835787980741054e-17
EXOSC4,1.5263560699581271,105.23571530054645,35.88005714285714,2.3740933460996423e-18,4.920576887431143e-17
CEP85L,-1.1496580144585653,2.0562943533697635,5.780734285714286,2.395885287560869e-18,4.959512606546953e-17
HIPK3,-1.3482325342500818,26.93959489981785,70.13421428571428,2.417902863359504e-18,4.980095061136716e-17
TMEM245,-1.59519840517937,17.6846970856102,55.45320857142857,2.417897233727969e-18,4.980095061136716e-17
HERC1,-1.1522114192517172,7.248193442622951,17.331965714285715,2.4178944189168737e-18,4.980095061136716e-17
GPI,1.4285753933826557,153.18097395264115,56.277854285714284,2.417902863359504e-18,4.980095061136716e-17
ZNF582,-0.9263989732070994,1.362946994535519,3.4908428571428574,2.4400832752295397e-18,5.0195129519622125e-17
HROB,1.7793653389972988,11.093249362477232,2.522902857142857,2.4625075517549264e-18,5.0530409936384055e-17
EBF1,-2.09311491943011,3.9221943533697634,20.00144285714286,2.4625046863500054e-18,5.0530409936384055e-17
ZNF132,-1.2806932772055384,3.213127868852459,9.236034285714284,2.4737829177197023e-18,5.0698721213092735e-17
CAMLG,-1.073367203954768,18.67798142076503,40.409145714285714,2.4851179301170847e-18,5.080480249203428e-17
CCDC152,-0.9221333540209327,0.692996903460838,2.208085714285714,2.483756603894071e-18,5.080480249203428e-17
MTUS2,-1.415343685247639,0.3262327868852459,2.537371428571429,2.5067230309335193e-18,5.118306505487772e-17
LMNB1,2.46321843986348,87.70935974499089,15.086694285714287,2.5309495113657707e-18,5.161385048023793e-17
ZCWPW2,-0.6216904391815865,0.4257424408014572,1.1937571428571427,2.542430778557382e-18,5.178397899338233e-17
DOCK4,-1.2898060022894406,2.3974622950819673,7.306631428571429,2.554162414672494e-18,5.1958781155692734e-17
SPOP,-1.0901765471218114,23.457509836065572,51.07006,2.6012660045932364e-18,5.278682231707161e-17
TUSC1,-1.3949611840335896,16.95332641165756,46.21392285714286,2.6012629819699613e-18,5.278682231707161e-17
TRIM23,-1.2876288131103792,5.790653187613843,15.577782857142857,2.613162384499983e-18,5.296308724751932e-17
ANGPTL1,-3.33345400860199,4.297668306010928,52.401617142857134,2.660928823831171e-18,5.3865035258363996e-17
TPM2,-3.1268066657060913,168.39200928961748,1478.638137142857,2.7227707622192593e-18,5.504935298418301e-17
PLK5,-1.5512178931274403,0.23161311475409838,2.60942,2.74081747573877e-18,5.5346397447660013e-17
LYNX1,-1.9946062267619564,5.832805828779599,26.22923142857143,2.7729171028303296e-18,5.592614469742638e-17
ANKDD1A,-1.0910844628825669,3.058692714025501,7.646400000000001,2.7983295085079537e-18,5.636976829226401e-17
FOXO1,-1.7846007714330696,17.67175081967213,63.328497142857145,2.8239914785115033e-18,5.681733099083266e-17
BTG1,-1.2739053112103624,66.66308907103826,162.61967714285714,2.9289325138489745e-18,5.871388652913777e-17
RPS6KA2,-1.4687699788861375,17.269096174863385,49.566265714285706,2.9289325138489745e-18,5.871388652913777e-17
CRY2,-1.5275338379168284,17.421226593806924,52.107034285714285,2.9289325138489745e-18,5.871388652913777e-17
ZNF181,-1.1612956807521564,3.524486703096539,9.119385714285716,3.0101466949718837e-18,6.026868953112396e-17
FAM180A,-2.3040225305579165,0.69973970856102,7.393871428571429,3.1100519086059525e-18,6.219349865234061e-17
SBK1,2.7658659122688722,49.96174590163934,6.492654285714286,3.15049171995879e-18,6.292592299743356e-17
PLCXD3,-2.220868614688465,0.4073493624772313,5.560697142857144,3.1658499995035977e-18,6.315621921621566e-17
TERT,0.9433662650031138,1.0305612021857924,0.05592857142857143,3.1912963398864458e-18,6.358696499450071e-17
TTBK2,-1.0014860183437533,1.951150091074681,4.908382857142858,3.208411050940625e-18,6.385086311027555e-17
FAM162B,-1.957045761596349,2.896927504553734,14.130448571428573,3.2822885241836994e-18,6.524240490600322e-17
DNAJC27,-1.0444096692609317,2.8405612021857922,6.921242857142857,3.2972475505686522e-18,6.538280372352993e-17
GNA14,-2.7188763750467935,3.9319622950819664,31.470059999999993,3.297278015394406e-18,6.538280372352993e-17
MBNL1,-1.4024922408493898,25.82273369763206,69.90800571428574,3.3274446637124985e-18,6.590177918598895e-17
VAMP3,-1.1203844373852263,73.3032480874317,160.53889999999998,3.3578682558429307e-18,6.642459290754996e-17
OIP5,1.8649094255209433,5.325937704918033,0.7367257142857143,3.4040349961108075e-18,6.72572088213606e-17
STAB2,-0.7827711501249586,0.1152047358834244,0.9186342857142857,3.485066888302184e-18,6.877587742010697e-17
NGF,-2.3223942728489453,2.226308743169399,15.136757142857144,3.5138546259328444e-18,6.926113932931907e-17
ZXDA,-1.1371643031714243,1.8483852459016394,5.264974285714285,3.578706044675568e-18,7.045524143801613e-17
USP51,-1.4843591317268432,3.2154440801457196,10.79451142857143,3.611421500848992e-18,7.084577951461349e-17
CDKL1,-1.4822924941669744,2.5683879781420766,8.969802857142856,3.611413178546849e-18,7.084577951461349e-17
UQCRQ,1.191206059138782,170.1331524590164,73.94547142857142,3.611425662006907e-18,7.084577951461349e-17
IGFBP4,-2.0339350493315465,525.4500591985428,2154.9199828571427,3.677711065392197e-18,7.19749432465486e-17
SLC30A4,-1.1346701996373056,2.562628779599272,6.822405714285714,3.6776856522015106e-18,7.19749432465486e-17
HSPB3,-3.1982996500930305,0.7329479052823316,14.906317142857143,3.7082295344928224e-18,7.248622139817841e-17
NAALADL1,-1.7604185938047683,2.6368482695810562,11.321511428571426,3.7451886764001985e-18,7.312203879674613e-17
C3orf18,-1.4075895941342171,6.393771948998179,18.615199999999998,3.779393069154866e-18,7.370263221621393e-17
ZNF34,-1.048267906352065,6.312623132969035,14.12283714285714,3.8138970468285214e-18,7.428769005735177e-17
VAMP5,-1.5656322618813547,65.95762641165757,197.1993942857143,3.9193082837130984e-18,7.625088215176733e-17
SETDB2,-0.9206999271214098,5.309744262295083,10.94455714285714,3.9550683935145944e-18,7.685596979529303e-17
CD302,-1.655671506167291,0.9017255009107469,4.991762857142858,3.991035908876562e-18,7.746365932311238e-17
LRCH2,-1.881789763321989,2.200753551912568,10.7958,4.027446638115479e-18,7.807851308534569e-17
GINS1,2.227418128611083,20.14095755919854,3.514451428571429,4.1765559905141584e-18,8.087420273650537e-17
SLC16A7,-1.5307701875534099,0.501935883424408,3.3396942857142853,4.195459940538421e-18,8.114501535639259e-17
NRXN2,-2.136977151747569,3.1422402550091073,17.21920857142857,4.214622487258735e-18,8.132542781804597e-17
PJA2,-1.5769507444378092,43.39498032786885,131.44737142857144,4.214646671380125e-18,8.132542781804597e-17
SFRP4,-3.9817624407502157,95.97712659380693,1531.1427914285712,4.253075377308914e-18,8.18754230744953e-17
LAD1,2.6509600316664423,127.96415610200364,19.532911428571428,4.253075377308914e-18,8.18754230744953e-17
SOCS2,-3.0200353741249684,4.4910907103825135,43.54303999999999,4.291825331417347e-18,8.252509827240489e-17
KPNA5,-1.1076034906905152,2.758318579234973,7.0987028571428565,4.3704139121814676e-18,8.374409687824658e-17
SH3D19,-1.6173428975455564,12.353522586520947,39.96986857142857,4.370448988493775e-18,8.374409687824658e-17
PPP4C,1.1558542111875445,205.09428888888888,91.49519428571428,4.370448988493775e-18,8.374409687824658e-17
TRAF4,1.8125120419276497,79.59237468123861,21.94422857142857,4.4102796833999834e-18,8.440927403333286e-17
PCBP3,-1.8692182151977628,0.7447819672131148,5.374291428571429,4.656618134945131e-18,8.882028539051275e-17
RASGRP2,-1.8875948946984242,2.0260176684881603,10.196805714285714,4.656873993599023e-18,8.882028539051275e-17
SMPDL3B,2.3749917044671642,51.96530546448087,9.210517142857144,4.656900646308252e-18,8.882028539051275e-17
CEP112,-1.1932937430683987,2.491089981785064,6.9832228571428585,4.699296519549331e-18,8.952539720499406e-17
ZFP28,-1.005192474188196,3.0672763205828777,7.163882857142856,4.872773798021693e-18,9.272320890399295e-17
PDE7B,-2.2605976000035897,2.1037171220400728,13.8727,4.917103427709253e-18,9.345895432067656e-17
LAMA2,-2.1915410364349373,3.0546448087431695,17.52134,5.09850784663043e-18,9.668444899238449e-17
PGAP6,1.7380691240566328,113.37803624772314,33.28717428571428,5.098525313575858e-18,9.668444899238449e-17
RGMA,-1.9152110056916603,5.7398779599271395,24.42072857142857,5.191677594245317e-18,9.833788398376492e-17
MAP10,-1.32889556362658,0.7160420765027323,3.3108742857142857,5.316746528197119e-18,1.0059138098875695e-16
LRRC70,-0.982615294193348,0.25987632058287796,1.4895714285714288,5.350195258878554e-18,1.0110827191406457e-16
ZNF575,-0.9439633701060341,2.0605743169398907,4.887951428571428,5.43199702783466e-18,1.0241987825957202e-16
TCF7L2,-1.0276359427019814,13.612747540983607,28.790728571428573,5.432015606565979e-18,1.0241987825957202e-16
CYYR1,-2.538201797026759,9.614756830601094,60.65736000000001,5.481369841314269e-18,1.0323246534475205e-16
FEN1,1.9733446394228826,81.57957887067396,20.029877142857142,5.531198188544616e-18,1.0405211826067169e-16
TMEM220,-1.1416517894401923,4.2002311475409835,10.473451428571432,5.5814545300928285e-18,1.048779462841361e-16
SERTM1,-3.393383056713464,4.313649180327869,54.83454285714286,5.678031685760885e-18,1.0654890935577606e-16
ZNF677,-1.3253061322055564,1.942718761384335,6.374042857142857,5.6832973835060575e-18,1.0654890935577606e-16
ANXA6,-1.6817407890115108,60.902728961748636,197.59312857142854,5.7349371494806935e-18,1.0739499783442961e-16
BICRAL,-1.2002697351247806,9.686274681238615,23.555202857142852,5.7609206031955834e-18,1.077592608974158e-16
ARHGAP11A,2.0247459617305195,9.773352276867032,1.6475342857142856,5.787026842421573e-18,1.0800267969035194e-16
ZBTB46,-1.4764379918260118,3.574026593806922,11.727725714285715,5.787000495426223e-18,1.0800267969035194e-16
HDAC5,-1.281306511968288,26.548095264116576,65.95812285714285,5.839576854670732e-18,1.0873740287625026e-16
KCNJ8,-2.4111767129262756,4.520345173041895,28.363157142857148,5.839570209669282e-18,1.0873740287625026e-16
HECTD2,-1.107216708743538,2.8164586520947177,7.221782857142857,5.892591139498822e-18,1.0960086653827684e-16
SNTB2,-1.3316146718900779,9.217834061930784,24.716674285714284,6.05450783938712e-18,1.1248566479077557e-16
PDE1B,-1.7088485187093339,1.0874067395264118,5.823728571428571,6.1093920604469284e-18,1.1325066729402471e-16
KIF26A,-2.006250501882726,2.235907103825137,11.999828571428573,6.109412891967632e-18,1.1325066729402471e-16
VIP,-0.9354842724572386,0.11292823315118397,1.1285114285714284,6.189623746993126e-18,1.1460876832535645e-16
CNNM1,-1.2285027806240993,0.4346296903460838,2.3616771428571433,6.241734259035619e-18,1.1544409395243234e-16
HOXD3,-1.6639144801051162,3.383588706739526,12.890502857142858,6.334221086999026e-18,1.1676198826068147e-16
ZDHHC15,-1.3429432426580883,0.9303510018214937,3.8966885714285713,6.330827062953196e-18,1.1676198826068147e-16
DLC1,-1.847109343021481,5.004612021857924,20.603308571428574,6.3341779318115125e-18,1.1676198826068147e-16
JAK2,-1.3381213395190645,4.500450637522769,12.906342857142858,6.391658087992403e-18,1.176892579639494e-16
LRRC2,-2.036439020941727,1.1575360655737705,7.85089714285714,6.508063950518304e-18,1.1969904019582047e-16
MAGEE1,-1.4424756764423647,3.678464480874317,11.715451428571429,6.567116165921958e-18,1.2065064866968871e-16
GRIN2D,3.243512829790774,13.422291256830603,0.5227885714285716,6.6867358907558965e-18,1.2271164485616327e-16
NMT2,-1.2611081758546714,6.092066302367941,15.998248571428569,6.716956265389865e-18,1.2312927162933555e-16
EBF4,-1.6693947671782556,16.48880255009108,54.62858000000001,6.808490325169592e-18,1.2466867190304988e-16
FRY,-1.8691646094681125,1.8753633879781424,9.504305714285712,6.870177743276821e-18,1.2551959292201661e-16
PFKFB4,1.8697952272988214,13.822790346083789,3.055697142857143,6.870169958741025e-18,1.2551959292201661e-16
MESP1,3.3459613786919697,18.008779599271403,0.8694742857142858,6.995228108163071e-18,1.273813849215412e-16
APOBEC3C,-1.6307039213126542,37.14189744990893,117.11174571428572,6.995243953140764e-18,1.273813849215412e-16
NUDT10,-2.3499084122298157,2.5922098360655736,17.312794285714286,6.988758277200582e-18,1.273813849215412e-16
SMAD3,-1.1697030572469038,14.623713843351549,34.14794857142857,7.058609099966422e-18,1.2839353134646751e-16
SFRP1,-2.954656108682257,27.746718761384333,221.8580857142857,7.122540719856904e-18,1.292713716129804e-16
GIPC1,1.337404857123416,168.59653806921676,66.11475428571427,7.122540719856904e-18,1.292713716129804e-16
EVC2,-1.342446546727512,3.531727868852459,10.491599999999998,7.187027540259795e-18,1.3029843995517153e-16
PRKAR2B,-2.1330724974065807,5.91721912568306,29.34242857142857,7.384024138916832e-18,1.3343019498096924e-16
TTYH2,-1.7094661409088747,1.834964845173042,8.271462857142858,7.384007437067597e-18,1.3343019498096924e-16
EIF4EBP1,1.8290506188864466,285.61633825136613,79.66810285714287,7.384032489854826e-18,1.3343019498096924e-16
PEAR1,-2.3033282390634695,2.4253444444444447,15.90733428571429,7.586331282320479e-18,1.3693576968897513e-16
MARCHF8,-1.1406874719682731,11.443764116575592,26.436765714285716,7.864635952857922e-18,1.4164930562254368e-16
INKA2,-1.6842543548766882,2.549503825136612,10.407191428571428,7.864618193418038e-18,1.4164930562254368e-16
NAV3,-1.2070872495878773,0.32144517304189435,2.0508342857142856,7.935006185115984e-18,1.4276088554203219e-16
CEP120,-1.1075512258153881,4.189503096539163,10.182319999999999,8.007479881501253e-18,1.439078464978297e-16
SLMAP,-1.9162438570062839,9.495417486338798,38.61380857142858,8.079932012002114e-18,1.4505192419370062e-16
COX6A1,1.1270658462934176,114.61768542805099,51.93508857142857,8.226699276246664e-18,1.4752617897773638e-16
HSPB8,-2.660270843708161,17.300995081967212,114.69005428571428,8.301061821640031e-18,1.4853678734643953e-16
USP27X,-1.2234998520200482,5.782465573770492,14.837905714285712,8.301061821640031e-18,1.4853678734643953e-16
NHSL1,1.890337875136099,12.203498360655738,2.5615628571428575,8.37608771317911e-18,1.4955486481821316e-16
PPP1CA,1.2658327170327057,165.63282841530054,68.29580571428572,8.37608771317911e-18,1.4955486481821316e-16
XYLT1,-1.6922675031025873,1.3602143897996357,6.627368571428571,8.451725640210088e-18,1.507422374185795e-16
FLT4,-2.0838879126547267,3.6811692167577412,18.845731428571426,8.528104889840966e-18,1.5194025321014717e-16
CRBN,-0.8819778270177725,8.264948633879781,16.074374285714285,8.605204083492298e-18,1.5298346656191372e-16
C16orf86,-1.1275967481306666,2.4465142076502735,6.530442857142858,8.60516531216886e-18,1.5298346656191372e-16
RBFOX2,-1.5596117336337887,22.706629872495448,68.8811,8.682932455197008e-18,1.5386807837242635e-16
CTSV,3.872114928622387,67.01065154826958,3.644662857142857,8.682942233284577e-18,1.5386807837242635e-16
GLIPR1,-1.910709980759567,4.341110564663024,19.08226,8.682922677119764e-18,1.5386807837242635e-16
LPAR6,-1.423849562809849,11.060179234972678,31.35751714285714,9.205387337661141e-18,1.6295115911666684e-16
FAM110D,-2.632335386351844,2.195564116575592,18.813420000000004,9.246838579345565e-18,1.6350947790143957e-16
KCND2,-1.6472182928715395,0.8362688524590163,4.751728571428571,9.327840797807473e-18,1.646319276491151e-16
KANK3,-2.2678911216924007,2.3994830601092896,15.372542857142854,9.330273509026707e-18,1.646319276491151e-16
ZC3H6,-1.1044963392298133,2.8060318761384337,7.183874285714285,9.499432031491234e-18,1.6725950679293918e-16
EPCAM,2.0291579483137667,729.5838930783242,177.9916142857143,9.499464048065463e-18,1.6725950679293918e-16
ABCA6,-1.5460314672382078,0.27436794171220397,2.721317142857143,9.541803861258363e-18,1.678258849712585e-16
MYO9A,-1.079163887120285,2.9946533697632063,7.4399485714285705,9.585137369576715e-18,1.6822992465062032e-16
DTNB,1.3910893734597765,17.274740072859743,5.967734285714286,9.585169667328349e-18,1.6822992465062032e-16
ADGRB3,-1.7178829782587015,0.25516193078324223,3.1288971428571424,9.623277781453533e-18,1.6871927400469754e-16
TSPAN31,-1.0566089147298134,12.43360564663024,26.94239142857143,9.671638340918047e-18,1.6902827261490035e-16
CHPT1,-1.3753739329418764,6.343447176684881,18.051482857142858,9.67161661999778e-18,1.6902827261490035e-16
H6PD,-1.2132970560958318,33.43227085610201,78.83704857142857,9.671638340918047e-18,1.6902827261490035e-16
DPYSL2,-1.7523404351255794,20.547902003642985,71.59588857142859,9.846880659053768e-18,1.71908822341872e-16
BTBD19,-1.454355561870233,3.3655814207650274,10.963182857142856,1.0206808058294648e-17,1.7781657548882656e-16
CHD9,-1.014471369368307,5.621750091074681,12.37701142857143,1.0206830948473679e-17,1.7781657548882656e-16
NECTIN4,2.6224090831197486,44.569714389799636,6.400354285714285,1.0298843243635655e-17,1.7866509601652503e-16
TRIM56,-1.0975480900907222,16.03711967213115,35.45785142857142,1.029885478916931e-17,1.7866509601652503e-16
CCL23,-3.1848633470856957,0.8033832422586521,15.399380000000003,1.0267669887799793e-17,1.7866509601652503e-16
AGFG2,-1.2661402119486742,12.37779927140255,31.17591142857142,1.029885478916931e-17,1.7866509601652503e-16
FBXL6,1.3874637727233288,28.82902240437159,10.401731428571429,1.0391662403034267e-17,1.8008576294670098e-16
PRRT2,-1.728695937706129,1.5879459016393445,7.5771799999999985,1.0438310903166678e-17,1.8070435811169346e-16
OLFML2A,-2.9148264586889043,8.93066102003643,73.89078000000002,1.0485318799303373e-17,1.8132787164665306e-16
CGRRF1,-0.8777035448418471,6.46026102003643,12.70784285714286,1.0675101833707157e-17,1.8422367160303416e-16
SNX1,-0.8688044916088264,31.20429107468124,57.80983428571429,1.0675101833707157e-17,1.8422367160303416e-16
NMU,3.3549538224341315,26.916248269581057,1.7284457142857144,1.0771037487024896e-17,1.8568503287454206e-16
LSMEM2,-0.8508248717949045,0.2997814207650273,1.3441971428571429,1.0826319042299467e-17,1.864432270979714e-16
RFTN2,-1.798513929386722,1.0082027322404372,5.985768571428571,1.0868274106675055e-17,1.8677581897075527e-16
MBLAC2,-1.179557153499268,3.2862597449908924,8.708688571428572,1.0868274106675055e-17,1.8677581897075527e-16
CUX1,-1.1005859136673397,22.841977413479054,50.127157142857136,1.0966168229359325e-17,1.8826206394169628e-16
PITX1,3.7210974594237327,24.3614160291439,0.9231428571428572,1.1015323997066164e-17,1.889093714174611e-16
SMARCA2,-1.471583787688401,11.662471766848816,34.11634857142856,1.1064932447663683e-17,1.8956308984585197e-16
H2AX,1.7675573118448327,242.58865118397088,70.54335142857143,1.1164561899435636e-17,1.910715168224991e-16
ZNF175,-0.9801412268405238,2.8421754098360656,6.5793,1.1265026153411858e-17,1.9259108961553246e-16
E2F7,2.0383012891987913,5.513892531876138,0.5858085714285713,1.1366458731968339e-17,1.9352348349625922e-16
IKBKE,1.574597006997244,19.582001092896174,5.910137142857143,1.1366484150071232e-17,1.9352348349625922e-16
ALG3,1.216956022047941,71.77734790528233,30.308045714285715,1.1366484150071232e-17,1.9352348349625922e-16
ADHFE1,-1.2949836623550035,0.9768883424408014,3.8507742857142864,1.1365340388698406e-17,1.9352348349625922e-16
TRAIP,1.6195941609032634,13.53724335154827,3.7308114285714282,1.1417512486272831e-17,1.941918773180713e-16
OTUD1,-1.382109319283305,14.183084699453552,38.57458571428571,1.15720095765026e-17,1.966169042153861e-16
SGCE,-1.7131280511152596,2.476861930783242,10.399619999999999,1.1676078021723133e-17,1.9818100329463812e-16
MORC3,-1.1500164937363184,9.734205464480874,22.820965714285713,1.1781201581853001e-17,1.9975977769518069e-16
CDKN2A,3.96767562440609,42.88794480874318,1.8051485714285715,1.2210844458185271e-17,2.0683214771164333e-16
PLEKHH2,-1.8715180398527465,2.855303278688525,13.107225714285715,1.2431399975101416e-17,2.0992189798770588e-16
GALNT15,-2.2958990945387967,0.7496799635701275,7.591977142857145,1.2431247442737164e-17,2.0992189798770588e-16
CENPM,2.2794798855196423,47.50488761384335,8.990648571428572,1.2431427708448821e-17,2.0992189798770588e-16
VEGFD,-2.8950680334485837,0.6230165755919855,11.07328,1.2653419734736346e-17,2.1345206419599207e-16
BLM,1.6000657219000445,4.619866120218579,0.8537800000000001,1.2769681224673807e-17,2.1519325928975328e-16
ABRACL,1.9437863498541734,170.8570440801457,43.671377142857146,1.3000237068821498e-17,2.1863191759573608e-16
EID2B,-1.0074348144878207,3.628943533697632,8.305719999999999,1.3000193617271152e-17,2.1863191759573608e-16
GPR135,-1.2610693562923154,1.3367544626593806,4.6005771428571425,1.311685334316491e-17,2.2036847907895588e-16
KIF15,2.1625427201058303,10.353203825136612,1.5358771428571425,1.3353756522903564e-17,2.241203205644588e-16
GAB2,-1.686630839749569,12.61257431693989,42.819431428571434,1.3473711477008794e-17,2.2590375197936087e-16
ATP6V1G2,-1.0430133224808007,0.8394032786885246,2.79014,1.3593942992581753e-17,2.274572733180667e-16
NTRK3,-1.4788224046570662,0.2578183970856102,2.5058057142857146,1.3593065635621724e-17,2.274572733180667e-16
BEGAIN,-0.8667684048329444,0.5955092896174864,1.9095285714285715,1.3839531005669843e-17,2.3110469582541464e-16
PEX12,-1.0694493158045746,6.4134260473588345,14.558054285714288,1.3839946628410092e-17,2.3110469582541464e-16
