sample_id,cDC1_score
TCGA-AP-A0LH-01A,-0.5129459217068071
TCGA-AP-A0LI-01A,0.4312918463236512
TCGA-AP-A0LJ-01A,-0.01119213845304951
TCGA-AP-A0LL-01A,-1.0656419200773617
TCGA-AP-A0LM-01A,0.9514093393903609
TCGA-AP-A0LN-01A,-0.3082064078691886
TCGA-AP-A0LO-01A,-0.5115722545305117
TCGA-AP-A0LP-01A,0.03288209648338282
TCGA-AP-A0LS-01A,-0.86240976760696
TCGA-AP-A0LT-01A,-0.9930061375396908
TCGA-AP-A0LV-01A,-0.06307244556779124
TCGA-AP-A1DH-01A,-0.15607009900225516
TCGA-AP-A1DK-01A,0.41246089955070975
TCGA-AP-A1DM-01A,-0.8321590538286829
TCGA-AP-A1DO-01A,-0.222820145668814
TCGA-AP-A1DP-01A,-0.22736824472162115
TCGA-AP-A1DQ-01A,0.40371492715282403
TCGA-AP-A1DR-01A,-0.6855240922803003
TCGA-AP-A1DV-01A,-0.6368555468806486
TCGA-AP-A1E0-01A,0.022106449449671904
TCGA-AP-A1E1-01A,0.10011976119574703
TCGA-AP-A1E3-01A,0.5231893366087773
TCGA-AP-A1E4-01A,-0.9027772387737439
TCGA-AP-A3K1-01A,-0.32182411097635755
TCGA-AP-A5FX-01A,-0.5794015442243532
TCGA-AW-A1PO-01A,-0.9197823301243423
TCGA-AX-A05S-01A,-0.22463210679322548
TCGA-AX-A05T-01A,-0.3378259133201965
TCGA-AX-A05U-01A,-0.40138858327299565
TCGA-AX-A05W-01A,-0.6398129464324107
TCGA-AX-A05Y-01A,-0.7013914752034985
TCGA-AX-A05Z-01A,0.25145694635219945
TCGA-AX-A060-01A,-1.0128152255264664
TCGA-AX-A062-01A,-0.3516978029457859
TCGA-AX-A063-01A,0.4063572512939726
TCGA-AX-A064-01A,-0.2240638870665856
TCGA-AX-A06B-01A,0.4525316609600153
TCGA-AX-A06D-01A,-0.5136533069143286
TCGA-AX-A06F-01A,0.14683375190415032
TCGA-AX-A06H-01A,0.6753259860926639
TCGA-AX-A06J-01A,-0.9765109272216137
TCGA-AX-A06L-01A,0.18327172686982474
TCGA-AX-A0IS-01A,0.02832318402639431
TCGA-AX-A0IU-01A,-0.4577639905159586
TCGA-AX-A0IW-01A,-0.30642610460793196
TCGA-AX-A0IZ-01A,0.5066453023100597
TCGA-AX-A0J0-01A,-0.47951151793608815
TCGA-AX-A0J1-01A,-0.2807458867464263
TCGA-AX-A1C4-01A,0.08578950906605891
TCGA-AX-A1C5-01A,0.5028219324368828
TCGA-AX-A1C7-01A,-1.0927794889012419
TCGA-AX-A1C8-01A,-0.7508296453731931
TCGA-AX-A1C9-01A,0.5178231291195738
TCGA-AX-A1CA-01A,0.07324966317447626
TCGA-AX-A1CC-01A,2.623942759312736
TCGA-AX-A1CE-01A,-1.070225772246708
TCGA-AX-A1CF-01A,-0.10330495810227616
TCGA-AX-A1CI-01A,-1.0981314403201075
TCGA-AX-A1CJ-01A,-0.090112658751362
TCGA-AX-A1CK-01A,-0.5460982270893976
TCGA-AX-A1CN-01A,1.1744681721397559
TCGA-AX-A1CP-01A,0.42593152056800426
TCGA-AX-A1CR-01A,-0.8516911927675714
TCGA-AX-A2H2-01A,-0.1602573227373764
TCGA-AX-A2H4-01A,0.7925019212735057
TCGA-AX-A2H5-01A,-0.2766859032638588
TCGA-AX-A2H7-01A,-0.5001837231629808
TCGA-AX-A2H8-01A,0.33545786244116327
TCGA-AX-A2HA-01A,-0.26861246328439864
TCGA-AX-A2HC-01A,-0.4100700676397192
TCGA-AX-A2HD-01A,0.15379558746910524
TCGA-AX-A2HF-01A,-0.35628668175431155
TCGA-AX-A2HG-01A,-0.172556093241744
TCGA-AX-A2HH-01A,-0.17677900448279718
TCGA-AX-A2HJ-01A,0.1195342214723522
TCGA-AX-A2HK-01A,-0.7302042174254615
TCGA-AX-A2IN-01A,1.169491309103678
TCGA-AX-A2IO-01A,-0.344131826755678
TCGA-AX-A3FS-01A,1.087140908605119
TCGA-AX-A3FT-01A,0.9658413460828301
TCGA-AX-A3FV-01A,1.0882623836430063
TCGA-AX-A3FW-01A,-0.8719854580869326
TCGA-AX-A3FX-01A,-0.6704495678779061
TCGA-AX-A3FZ-01A,-0.49880110331244776
TCGA-AX-A3G1-01A,0.4788113296562897
TCGA-AX-A3G3-01A,0.36893318784943613
TCGA-AX-A3G4-01A,-0.10597544923232091
TCGA-AX-A3G6-01A,-0.6892866516333012
TCGA-AX-A3G7-01A,-0.7474407883897884
TCGA-AX-A3G8-01A,-1.2056235834561082
TCGA-AX-A3G9-01A,0.07752400361464276
TCGA-AX-A3GB-01A,0.4670867308192701
TCGA-AX-A3GI-01A,-0.784642214765115
TCGA-B5-A0JN-01A,-0.6791901903070785
TCGA-B5-A0JR-01A,-0.14556940612606217
TCGA-B5-A0JS-01A,0.12321359400728668
TCGA-B5-A0JT-01A,0.43980692061863014
TCGA-B5-A0JU-01B,-0.829482465931485
TCGA-B5-A0JV-01A,-0.4253228205617078
TCGA-B5-A0JX-01A,1.0431705095934758
TCGA-B5-A0JY-01A,0.01978337473340406
TCGA-B5-A0JZ-01A,0.6242900611704743
TCGA-B5-A0K0-01A,1.9453351815697366
TCGA-B5-A0K1-01A,-0.6416091877330489
TCGA-B5-A0K2-01A,0.28456711360133147
TCGA-B5-A0K3-01A,-0.661014890348816
TCGA-B5-A0K4-01A,-1.070960472193176
TCGA-B5-A0K6-01A,-0.43451328282979507
TCGA-B5-A0K7-01A,0.3696308150876669
TCGA-B5-A0K8-01A,-0.3846052879775394
TCGA-B5-A0K9-01A,0.08030619665335725
TCGA-B5-A0KB-01B,0.5749578289327677
TCGA-B5-A11E-01A,-0.42124082608083285
TCGA-B5-A11F-01A,-0.06854029912148714
TCGA-B5-A11G-01A,-0.7731281205320023
TCGA-B5-A11H-01A,-0.1314847725219414
TCGA-B5-A11I-01A,0.8557577438047519
TCGA-B5-A11J-01A,-0.3829947011895097
TCGA-B5-A11L-01B,0.005363622092649889
TCGA-B5-A11M-01A,0.5855062773188211
TCGA-B5-A11N-01A,1.1054675953410216
TCGA-B5-A11O-01A,-0.056701615345482105
TCGA-B5-A11P-01B,-0.7711567689026747
TCGA-B5-A11Q-01A,-1.1848163223050552
TCGA-B5-A11R-01A,-0.20584045991932354
TCGA-B5-A11S-01A,0.23496610734336532
TCGA-B5-A11U-01A,0.7097364621588664
TCGA-B5-A11V-01A,0.20834411517574533
TCGA-B5-A11W-01A,-0.30617931955912037
TCGA-B5-A11X-01A,0.9557674221841236
TCGA-B5-A11Y-01A,0.7883611428949779
TCGA-B5-A11Z-01A,-0.13369965829651692
TCGA-B5-A121-01A,-0.18205401043323663
TCGA-B5-A1MR-01A,0.21271815021267101
TCGA-B5-A1MS-01B,-0.2980475022871253
TCGA-B5-A1MU-01A,0.48719724357159483
TCGA-B5-A1MV-01A,0.4402547604249613
TCGA-B5-A1MW-01A,-0.5187130070824869
TCGA-B5-A1MX-01A,-0.2139526027636526
TCGA-B5-A1MY-01A,1.0165772597101135
TCGA-B5-A1MZ-01A,1.1684440248263912
TCGA-B5-A1N2-01A,-0.14529253357021787
TCGA-B5-A3F9-01A,0.30606532551026494
TCGA-B5-A3FA-01A,0.045618524050934306
TCGA-B5-A3FB-01A,-0.5125718859060546
TCGA-B5-A3FC-01A,0.5109596908092862
TCGA-B5-A3FD-01A,-0.14337744282509016
TCGA-B5-A3FH-01A,-0.24167225658185698
TCGA-B5-A3S1-01A,0.6315756547590661
TCGA-B5-A5OC-01A,1.7716042155003209
TCGA-B5-A5OD-01A,0.0761750909493399
TCGA-B5-A5OE-01A,0.929900707771151
TCGA-BG-A0LW-01A,-0.5821909857521554
TCGA-BG-A0LX-01A,-0.3363810027409132
TCGA-BG-A0M0-01A,-1.0226683428193444
TCGA-BG-A0M2-01A,-0.6303945239846105
TCGA-BG-A0M3-01A,-0.64469085815355
TCGA-BG-A0M4-01A,0.05842277092842761
TCGA-BG-A0M6-01A,-0.3308187870855034
TCGA-BG-A0M7-01A,0.33820643182646715
TCGA-BG-A0M8-01A,0.551774299144719
TCGA-BG-A0M9-01A,-0.5630782831245733
TCGA-BG-A0MA-01A,0.13137338325232312
TCGA-BG-A0MC-01A,-0.29800302981981036
TCGA-BG-A0MG-01A,0.10297009665947665
TCGA-BG-A0MH-01A,0.7747491901895648
TCGA-BG-A0MI-01A,0.15793251678632356
TCGA-BG-A0MK-01A,0.4987380850444617
TCGA-BG-A0MO-01A,-0.6432560978082238
TCGA-BG-A0MQ-01A,-0.4781099869026274
TCGA-BG-A0MS-01A,0.7554275013399959
TCGA-BG-A0MT-01A,0.3810652477386919
TCGA-BG-A0MU-01A,-0.4981995035084464
TCGA-BG-A0RY-01A,-0.4669536822985457
TCGA-BG-A0VT-01A,-0.4318790663531645
TCGA-BG-A0VV-01A,-0.08668420134088298
TCGA-BG-A0VW-01A,-0.3673293787700335
TCGA-BG-A0VX-01A,1.5676865874294648
TCGA-BG-A0VZ-01A,0.4722059407161991
TCGA-BG-A0W1-01A,-0.4659756327221469
TCGA-BG-A0W2-01A,0.5568907587776211
TCGA-BG-A0YU-01A,-0.3773463999576605
TCGA-BG-A0YV-01A,-0.6640568055292599
TCGA-BG-A186-01A,-0.15060184353808465
TCGA-BG-A187-01A,-0.37667973278616557
TCGA-BG-A18A-01A,-0.2275947026379191
TCGA-BG-A18B-01A,-0.24305214655146012
TCGA-BG-A18C-01A,-0.23816313166635994
TCGA-BG-A220-01A,-0.32065953420613685
TCGA-BG-A221-01A,0.399195429864694
TCGA-BG-A222-01A,-0.23231791929301665
TCGA-BG-A2AD-01A,-0.7963428855432579
TCGA-BG-A2AE-01A,1.797339208029598
TCGA-BG-A2L7-01A,0.5667433997623501
TCGA-BG-A3EW-01A,-0.47574033204308847
TCGA-BG-A3PP-01A,-0.4889570533496193
TCGA-BK-A0C9-01A,0.2827167790898431
TCGA-BK-A0CA-01A,-0.3232934624559169
TCGA-BK-A0CA-01B,0.11482762957186662
TCGA-BK-A0CB-01A,-0.21357919656294594
TCGA-BK-A0CC-01A,0.2683176109128078
TCGA-BK-A0CC-01B,1.2666118419567167
TCGA-BK-A139-01A,1.1868517846806625
TCGA-BK-A139-01C,1.6953127380857445
TCGA-BK-A13B-01A,-0.09467601567724074
TCGA-BK-A13C-01A,0.08317604599548867
TCGA-BK-A26L-01A,0.7010169980622012
TCGA-BK-A26L-01C,0.4313675664318565
TCGA-BK-A4ZD-01A,-0.7616633320155121
TCGA-BK-A56F-01A,1.4909602748595636
TCGA-BK-A6W3-01A,1.192080615997625
TCGA-BK-A6W4-01A,0.8986249796108365
TCGA-BS-A0T9-01A,0.04933706271563008
TCGA-BS-A0TA-01A,0.9941414466298049
TCGA-BS-A0TC-01A,-0.753210531009703
TCGA-BS-A0TD-01A,-0.02523635088614975
TCGA-BS-A0TE-01A,0.36483243021474776
TCGA-BS-A0TG-01A,0.07877267852106438
TCGA-BS-A0TI-01A,0.14667174130648938
TCGA-BS-A0TJ-01A,-0.2554637833230005
TCGA-BS-A0U5-01A,-0.2716684231020229
TCGA-BS-A0U7-01A,-0.025708009013639278
TCGA-BS-A0U8-01A,-0.5583215162497792
TCGA-BS-A0U9-01B,-0.8354471079153758
TCGA-BS-A0UA-01A,1.4466318528658708
TCGA-BS-A0UF-01A,0.03504697881767038
TCGA-BS-A0UJ-01A,-0.5854756670644912
TCGA-BS-A0UL-01A,1.3694958602514702
TCGA-BS-A0UM-01A,1.6769763220147886
TCGA-BS-A0UT-01A,-0.25015790675233995
TCGA-BS-A0UV-01A,-0.46126750211432493
TCGA-BS-A0V4-01A,-0.41771502572956776
TCGA-BS-A0V6-01A,0.1771983271450409
TCGA-BS-A0V7-01A,0.625687304125009
TCGA-BS-A0V8-01A,-0.515420486816935
TCGA-BS-A0VI-01A,-0.8791147991522198
TCGA-BS-A0WQ-01A,-0.8571035942582512
TCGA-D1-A0ZN-01A,0.7090850179769784
TCGA-D1-A0ZO-01A,0.8810600471865623
TCGA-D1-A0ZP-01A,-0.026184174428739014
TCGA-D1-A0ZQ-01A,0.24905139173126584
TCGA-D1-A0ZR-01A,-0.2575629074439078
TCGA-D1-A0ZS-01A,-0.5790573793416829
TCGA-D1-A0ZU-01A,0.1500005689927881
TCGA-D1-A0ZV-01A,0.6145751054339804
TCGA-D1-A0ZZ-01A,-0.8702389739939127
TCGA-D1-A101-01A,0.7844199033537411
TCGA-D1-A102-01A,0.6256755941914234
TCGA-D1-A103-01A,0.2118867479605373
TCGA-D1-A15V-01A,0.3479522680550023
TCGA-D1-A15W-01A,0.9699077421280566
TCGA-D1-A15X-01A,0.08747821820910569
TCGA-D1-A15Z-01A,-0.3296644972201495
TCGA-D1-A160-01A,-0.09941959566390837
TCGA-D1-A161-01A,0.07217602361443554
TCGA-D1-A162-01A,-0.1730541717423227
TCGA-D1-A163-01A,-0.16127043638649813
TCGA-D1-A165-01A,-0.06877681265515272
TCGA-D1-A167-01A,-1.1368230817216594
TCGA-D1-A168-01A,0.34846213354806044
TCGA-D1-A169-01A,0.5056072427373055
TCGA-D1-A16B-01A,0.424251061586922
TCGA-D1-A16D-01A,0.6067025895371062
TCGA-D1-A16E-01A,0.5980192886333793
TCGA-D1-A16F-01A,0.37225311199250843
TCGA-D1-A16G-01A,-0.18755211255464246
TCGA-D1-A16I-01A,-0.11108490361722696
TCGA-D1-A16J-01A,0.2797128614302086
TCGA-D1-A16N-01A,-0.13805289228702708
TCGA-D1-A16O-01A,-0.3354117983190948
TCGA-D1-A16Q-01A,0.07655688560552011
TCGA-D1-A16R-01A,0.3114009367919049
TCGA-D1-A16S-01A,-0.23085816217246125
TCGA-D1-A16V-01A,0.11563434644653178
TCGA-D1-A16X-01A,0.555339401718822
TCGA-D1-A16Y-01A,-0.5766045246211086
TCGA-D1-A174-01A,0.5407854953655986
TCGA-D1-A175-01A,-0.6550930777672662
TCGA-D1-A176-01A,-0.39210218384697637
TCGA-D1-A177-01A,-0.3716423045376282
TCGA-D1-A179-01A,-0.4257929059755291
TCGA-D1-A17A-01A,-0.3975309939143161
TCGA-D1-A17B-01A,1.0408774533509784
TCGA-D1-A17C-01A,0.6427488629142882
TCGA-D1-A17D-01A,-0.6050576395369847
TCGA-D1-A17F-01A,-0.14331196695229226
TCGA-D1-A17H-01A,0.09561780013543987
TCGA-D1-A17K-01A,-0.7254194378265268
TCGA-D1-A17L-01A,0.037120791168930245
TCGA-D1-A17M-01A,0.30140830988744677
TCGA-D1-A17N-01A,0.3629439013815804
TCGA-D1-A17Q-01A,-0.623411140121935
TCGA-D1-A17R-01A,0.366456469517206
TCGA-D1-A17S-01A,-0.7738367487073423
TCGA-D1-A17T-01A,0.25324367881528964
TCGA-D1-A17U-01A,0.1754177834067582
TCGA-D1-A1NS-01A,-0.4762339347619512
TCGA-D1-A1NU-01A,-0.49441241973189703
TCGA-D1-A1NW-01A,0.14965875118619243
TCGA-D1-A1NX-01A,-0.020774559815715167
TCGA-D1-A1NY-01A,0.26304173490859695
TCGA-D1-A1NZ-01A,-0.2629653119225315
TCGA-D1-A1O0-01A,-0.7499545948444465
TCGA-D1-A1O5-01A,-0.5048863658317236
TCGA-D1-A1O7-01A,-0.48749358447574054
TCGA-D1-A1O8-01A,0.8975144227441685
TCGA-D1-A2G0-01A,-0.22425327528639266
TCGA-D1-A2G5-01A,-0.5983011039420048
TCGA-D1-A2G6-01A,-0.0032713601990032037
TCGA-D1-A2G7-01A,-0.6655768377115285
TCGA-D1-A3DA-01A,-0.682627033865959
TCGA-D1-A3DG-01A,0.026868118518318496
TCGA-D1-A3DH-01A,0.38819255755749815
TCGA-D1-A3JP-01A,1.7037076189159752
TCGA-D1-A3JQ-01A,-0.20420868421135324
TCGA-DF-A2KN-01A,0.3308240232424805
TCGA-DF-A2KR-01A,-0.22121232080806613
TCGA-DF-A2KS-01A,-0.41216426614984625
TCGA-DF-A2KU-01A,0.04163455013843946
TCGA-DF-A2KV-01A,-0.3467477824474903
TCGA-DF-A2KY-01A,0.10396975711504901
TCGA-DF-A2KZ-01A,0.6556817976946308
TCGA-DF-A2L0-01A,-0.78183765059532
TCGA-DI-A0WH-01A,-0.7039997863907606
TCGA-DI-A1BU-01A,-0.07394083620518499
TCGA-DI-A1BY-01A,0.5604561614343173
TCGA-DI-A1C3-01A,0.8283369102713039
TCGA-DI-A1NN-01A,1.0516579981653407
TCGA-DI-A1NO-01A,-1.13891509952661
TCGA-DI-A2QT-01A,-0.37807646240967996
TCGA-DI-A2QU-01A,-0.6970374619681918
TCGA-DI-A2QY-01A,-1.0974736243543681
TCGA-E6-A1LX-01A,-0.20250328610591276
TCGA-E6-A1LZ-01A,-0.00490266801093063
TCGA-E6-A1M0-01A,-0.6194784828985112
TCGA-E6-A2P8-01A,0.6362393066876284
TCGA-E6-A2P9-01A,0.15536479269354286
TCGA-E6-A8L9-01A,0.09777070400480754
TCGA-EC-A1NJ-01A,0.5490227328113384
TCGA-EC-A1QX-01A,0.27367769577541273
TCGA-EC-A24G-01A,0.4542144158918462
TCGA-EO-A1Y5-01A,0.31697111257014143
TCGA-EO-A1Y7-01A,-0.8163288283945809
TCGA-EO-A1Y8-01A,-0.3886384854674281
TCGA-EO-A22R-01A,-0.07495569633093427
TCGA-EO-A22S-01A,-0.7251597174950002
TCGA-EO-A22T-01A,0.8365831272386467
TCGA-EO-A22U-01A,-0.6878617182657575
TCGA-EO-A22X-01A,0.04918054411635296
TCGA-EO-A22Y-01A,-0.2571777625711271
TCGA-EO-A2CG-01A,0.3844054574612695
TCGA-EO-A2CH-01A,-0.45814828713264444
TCGA-EO-A3AS-01A,0.5400191161551626
TCGA-EO-A3AU-01A,1.2190850129119966
TCGA-EO-A3AV-01A,0.8921189142289586
TCGA-EO-A3AY-01A,0.025508995224011333
TCGA-EO-A3AZ-01A,0.2700477317562913
TCGA-EO-A3B0-01A,0.15040436158096226
TCGA-EO-A3B1-01A,0.5000746646524018
TCGA-EO-A3KU-01A,-0.01227835315904014
TCGA-EO-A3KW-01A,0.045609719950238985
TCGA-EO-A3KX-01A,-0.5777808861215187
TCGA-EO-A3L0-01A,-0.14809794868496956
TCGA-EY-A1G7-01A,-0.7250175244347872
TCGA-EY-A1G8-01A,-0.8437948358867052
TCGA-EY-A1GC-01A,0.49603731028437126
TCGA-EY-A1GD-01A,-0.413389194055142
TCGA-EY-A1GE-01A,-0.22429132727222476
TCGA-EY-A1GF-01A,-0.13989673059594018
TCGA-EY-A1GH-01A,-0.17248897990608078
TCGA-EY-A1GI-01A,0.20656428735965573
TCGA-EY-A1GK-01A,0.20688154717429397
TCGA-EY-A1GL-01A,-0.4908656546412121
TCGA-EY-A1GM-01A,-0.20398851615148117
TCGA-EY-A1GO-01A,-0.03461141014660583
TCGA-EY-A1GP-01A,0.40448527520962985
TCGA-EY-A1GQ-01A,-0.652981563242842
TCGA-EY-A1GR-01A,0.10746371221756137
TCGA-EY-A1GS-01A,-0.1248681161300925
TCGA-EY-A1GT-01A,-0.05856392871231324
TCGA-EY-A1GU-01A,-0.2576251496381281
TCGA-EY-A1GV-01A,-0.13902674359338302
TCGA-EY-A1GW-01A,-1.0749269570894253
TCGA-EY-A1GX-01A,-1.3243168332970838
TCGA-EY-A1H0-01A,-0.30093601069993337
TCGA-EY-A210-01A,-0.04189554061054608
TCGA-EY-A212-01A,-0.5799474944037845
TCGA-EY-A214-01A,0.11534327610546966
TCGA-EY-A215-01A,-0.9845879688025331
TCGA-EY-A2OM-01A,-0.4645865526671452
TCGA-EY-A2ON-01A,-0.42185811037814513
TCGA-EY-A2OO-01A,0.6927015853044387
TCGA-EY-A2OP-01A,-0.5844767639035796
TCGA-EY-A2OQ-01A,-0.13360137394710603
TCGA-EY-A3L3-01A,-0.9917359625163862
TCGA-EY-A3QX-01A,-0.25074755859228715
TCGA-EY-A4KR-01A,0.8452351330245959
TCGA-EY-A547-01A,0.27935496961111705
TCGA-EY-A548-01A,-0.4410647812253751
TCGA-EY-A549-01A,-0.45794310073321265
TCGA-EY-A54A-01A,0.5420241356403324
TCGA-EY-A5W2-01A,-0.12743365499412948
TCGA-EY-A72D-01A,-0.02219560562869254
TCGA-FI-A2CX-01A,3.375440781361746
TCGA-FI-A2CY-01A,1.5721633301249238
TCGA-FI-A2D0-01A,0.3545620707708513
TCGA-FI-A2D2-01A,-0.4791922796107803
TCGA-FI-A2D4-01A,-0.3983195224098835
TCGA-FI-A2D5-01A,-0.48526965881482303
TCGA-FI-A2D6-01A,0.02462428029694098
TCGA-FI-A2EU-01A,-0.9567889917324198
TCGA-FI-A2EW-01A,0.10399744210702615
TCGA-FI-A2EX-01A,0.17988737023693852
TCGA-FI-A2EY-01A,-0.6361065868641216
TCGA-FI-A2F4-01A,0.41072399192217607
TCGA-FI-A2F8-01A,-0.20498602243994002
TCGA-FI-A2F9-01A,-0.8627271429155223
TCGA-FI-A3PV-01A,-0.5243740258638272
TCGA-FI-A3PX-01A,-0.6651953364538752
TCGA-H5-A2HR-01A,-0.8939597795730652
TCGA-JU-AAVI-01A,0.9611431143219992
TCGA-K6-A3WQ-01A,-0.8113685084643485
TCGA-KJ-A3U4-01A,0.8839755793641692
TCGA-KP-A3VZ-01A,-0.5804424605595634
TCGA-KP-A3W0-01A,0.2742449735179963
TCGA-KP-A3W1-01A,1.1226004687652684
TCGA-KP-A3W3-01A,-0.14611083609625447
TCGA-KP-A3W4-01A,0.6265430830449289
TCGA-PG-A5BC-01A,0.37210346238763214
TCGA-PG-A6IB-01A,0.7386930890351562
TCGA-PG-A7D5-01A,-0.36521707442166546
TCGA-PG-A914-01A,-0.15282429972012035
TCGA-PG-A915-01A,-0.6852541906085197
TCGA-PG-A916-01A,-0.21663304592057558
TCGA-PG-A917-01A,0.32264258090618275
TCGA-QF-A5YS-01A,0.23142314026849178
TCGA-QF-A5YT-01A,0.024918436713849357
TCGA-QS-A5YQ-01A,0.4528237190203166
TCGA-QS-A5YR-01A,0.37858463630818745
TCGA-QS-A744-01A,-0.7243992402087998
TCGA-QS-A8F1-01A,-0.8568710939185318
TCGA-SJ-A6ZI-01A,1.24170903000454
TCGA-SJ-A6ZJ-01A,-0.2433948460988559
TCGA-SL-A6J9-01A,0.6486067755233311
TCGA-SL-A6JA-01A,-0.6543986018108454
