gene,log2FC,mean_tumor_tpm,mean_normal_tpm,pvalue,FDR,mut_freq_pct,n_mut_samples
ULBP2,1.5233516802199163,3.237608743169399,0.4741657142857143,9.012075360823972e-10,3.5739648267002787e-09,2.7613412228796843,14
RCC2,1.51955325344424,207.01202112932603,71.5533257142857,3.4862333398765315e-17,5.252591565413975e-16,4.142011834319527,21
FUT2,1.5165653660723968,24.793830418943536,8.015382857142857,1.6149154533520035e-09,6.168760164251297e-09,1.7751479289940828,9
IL32,1.5165270432848619,88.30682732240437,30.215085714285713,6.457158479138135e-07,1.7305100810399764e-06,1.5779092702169626,8
KRT19,1.515979591739983,948.0208704918033,330.8336571428571,1.8518622680221585e-07,5.337530345532769e-07,2.7613412228796843,14
NECTIN1,1.5158815284208762,25.757985974499093,8.356805714285713,3.3622932143455074e-13,2.266902879046677e-12,4.339250493096647,22
CHAF1A,1.5141308787397487,25.797032422586522,8.381837142857146,5.50948954588994e-17,7.883396229669751e-16,5.325443786982249,27
TJP3,1.5127179724953628,75.20462094717669,25.70593714285714,4.526265156447679e-11,2.1751914521140054e-10,6.508875739644971,33
DLX4,1.511818802814256,2.4244273224043713,0.20084,2.029892455847637e-16,2.560563757156893e-15,1.5779092702169626,8
NACC1,1.511179813793885,106.31830837887068,36.64986,3.9124272581040316e-19,1.0410842726483921e-17,2.366863905325444,12
BAIAP2L1,1.5086518771411574,32.68815063752277,10.839345714285713,1.4686490055387868e-15,1.5345010318796013e-14,3.5502958579881656,18
HKDC1,1.508586742267929,19.293641530054646,6.132308571428571,4.621071606850669e-06,1.1020300573839597e-05,5.9171597633136095,30
DLX1,1.5084927866908273,1.945697632058288,0.03534857142857143,0.00024056009123693683,0.000459506817787077,1.5779092702169626,8
RUNX3,1.5060208723586022,14.851784153005465,4.581111428571428,2.0583052106490808e-07,5.892405629499292e-07,2.9585798816568047,15
GRB7,1.5049442856490494,70.57298488160292,24.218297142857143,1.6055171805014315e-05,3.574122580476672e-05,2.9585798816568047,15
CENPN,1.5044063524129354,6.731283606557377,1.7250857142857143,1.4809928963580494e-15,1.5464190382351327e-14,2.9585798816568047,15
CLDN18,1.5038101818097087,2.473029872495446,0.2246628571428571,5.098333053410626e-10,2.097563558981758e-09,3.5502958579881656,18
TPI1,1.5035854520517162,948.8208043715847,333.97882571428573,1.8249346046214593e-17,2.93734352263852e-16,1.7751479289940828,9
PLAAT1,1.5018194289326827,6.847300182149363,1.7709428571428572,0.0005423597110311243,0.0009838208370084101,1.9723865877712032,10
CXADR,1.5012799291620391,48.91704845173042,16.63269142857143,1.963757311477227e-11,1.0005580026173964e-10,3.9447731755424074,20
EGLN3,1.5012068615054965,36.39614189435337,12.210477142857142,6.304722099506782e-08,1.931934482258928e-07,2.1696252465483234,11
ELAPOR1,1.4997756334821828,167.87170127504552,58.714448571428576,0.0015411724358354204,0.00262478195998893,3.9447731755424074,20
EVPL,1.4964540534658344,34.82100983606558,11.695805714285715,8.722384563963444e-11,3.9906239749381284e-10,8.284023668639055,42
DDX39A,1.4953110589289818,104.90041202185792,36.563337142857144,2.22684330609495e-18,4.6622412263901626e-17,2.9585798816568047,15
H3C11,1.4938207812169717,2.0222612021857924,0.07311714285714287,8.115367736993424e-11,3.734653749649024e-10,1.9723865877712032,10
IGFBP2,1.4918118806066856,367.08790910746814,129.87944000000002,0.00017715025626326283,0.0003437977800060358,1.7751479289940828,9
ZIC5,1.4907842248252638,1.8302987249544627,0.007074285714285714,9.548917784518296e-06,2.185903227542429e-05,2.9585798816568047,15
NETO2,1.4812060978746422,7.00795373406193,1.8683628571428572,9.617930135779859e-10,3.797910556355968e-09,4.142011834319527,21
PADI1,1.4800688065269665,2.394912204007286,0.21698,3.8610203683968346e-08,1.2167930093182612e-07,5.128205128205128,26
RIMKLA,1.4798183520237251,3.057810564663024,0.4548628571428572,5.4779311379677215e-12,3.038833487363533e-11,3.9447731755424074,20
SYT5,1.4776076919698546,3.288104189435337,0.5397885714285714,2.934817173752524e-06,7.205586030182119e-06,1.9723865877712032,10
HMGCR,1.4772026395630729,61.09132112932605,21.302245714285714,3.4423043865680577e-09,1.2603448240035468e-08,5.522682445759369,28
NEK6,1.476516868345704,47.40891366120219,16.39600285714286,2.9802894041203935e-15,2.91976333664954e-14,1.9723865877712032,10
GPR160,1.4764345841628197,25.20588597449909,8.417762857142858,1.3082680824930922e-07,3.857695589807156e-07,2.1696252465483234,11
HABP2,1.4761763476600729,18.905906375227687,6.1549828571428575,0.0036607360648307683,0.00590312028126068,5.325443786982249,27
ELOVL3,1.4757748640658983,3.283899635701275,0.5402342857142858,0.000535305289221077,0.0009724142987854358,2.564102564102564,13
USH1C,1.4745534099418884,5.754714207650272,1.4306485714285713,0.0002786617771998896,0.0005274018584655017,3.7475345167652856,19
CENPI,1.4730048489466323,4.7744418943533695,1.0801342857142857,2.6318512273653783e-15,2.617258774829444e-14,7.495069033530571,38
MAST1,1.4687894074499375,3.415473224043716,0.5952457142857143,1.7716502606268998e-09,6.731625683951396e-09,7.297830374753452,37
GPRC5A,1.4681046920139558,52.15246684881603,18.21232285714286,2.2012756290858883e-05,4.815892498164565e-05,3.5502958579881656,18
GCNT2,1.4666375482777623,13.396540983606558,4.209022857142857,8.256615355954811e-11,3.7933066038023525e-10,1.5779092702169626,8
COCH,1.4650762625122375,3.115330054644809,0.49063999999999997,1.2778019515013072e-09,4.960276846086722e-09,4.536489151873767,23
VDR,1.4647999481648695,12.41735591985428,3.860917142857143,5.976561317125287e-12,3.303226419093232e-11,2.9585798816568047,15
HOXC13,1.4647000594952908,1.8341329690346084,0.026837142857142858,7.339535395848872e-05,0.00014982387399247054,1.3806706114398422,7
REC8,1.4643579670187696,93.34305737704918,33.18962,7.221149464298039e-07,1.9224547984829603e-06,3.155818540433925,16
PKM,1.4623620108332398,658.82727996357,238.45032857142854,3.576583264682641e-16,4.272735025397119e-15,3.7475345167652856,19
MREG,1.462340475610775,20.2524810564663,6.712608571428571,7.822316577462334e-14,5.842126704163585e-13,1.5779092702169626,8
ZNF695,1.4619109330009137,2.2219715846994537,0.16961428571428572,1.6793499648753954e-19,5.102378585730069e-18,3.9447731755424074,20
OAS2,1.4618927517002427,31.309049908925317,10.728720000000001,0.0011519910422573242,0.0019959617953330534,7.100591715976331,36
TFRC,1.460638964853854,88.26982586520947,31.434600000000007,3.89178438506744e-08,1.2253179157412715e-07,4.142011834319527,21
PARVG,1.4603167720695347,10.68693679417122,3.2471885714285715,1.5322860597734904e-08,5.0772555561644996e-08,2.564102564102564,13
LDHA,1.4554174806615237,388.17525045537343,140.91258000000002,3.172942100076327e-14,2.533746310119034e-13,2.564102564102564,13
GLYCTK,1.4553867081735619,13.688984153005464,4.356445714285714,0.0003615422191513934,0.0006724603755986119,2.366863905325444,12
PROC,1.4538506496286376,3.408308014571949,0.6092342857142857,2.070778977524039e-09,7.805280231023896e-09,3.5502958579881656,18
DMRT1,1.4522033621638857,1.8553850637522769,0.04353714285714286,1.530559927761074e-14,1.3029503451084727e-13,1.7751479289940828,9
SOX11,1.4484862326782224,1.8923444444444446,0.05977142857142857,0.0001272800338924179,0.0002517221288848131,2.564102564102564,13
TYMP,1.447225196234358,54.48939453551913,19.349408571428572,4.365353011152378e-09,1.5707654084622012e-08,1.7751479289940828,9
GGCT,1.4470113876172288,91.01243096539162,32.748360000000005,3.6435209041529674e-17,5.44975592717277e-16,2.564102564102564,13
RTL1,1.446925073744021,1.9860843351548267,0.09530285714285713,0.0013743621892530855,0.002355763885537393,1.3806706114398422,7
CIP2A,1.4424076002990933,7.899846265938069,2.274722857142857,1.7574894269686444e-10,7.686919556237724e-10,4.142011834319527,21
FGFR4,1.4419495789151777,19.65230637522769,6.6014857142857135,5.330764117877568e-06,1.261611625545031e-05,4.536489151873767,23
MAPK13,1.44193519586837,29.294738615664844,10.150682857142858,4.1965423087109454e-13,2.7883429323041957e-12,1.3806706114398422,7
AMELX,1.4400857312238349,1.767420218579235,0.019919999999999997,0.02620150697874001,0.036955840141510876,1.7751479289940828,9
ANKLE1,1.439872073746717,3.784536247723133,0.76358,0.00011167156780784799,0.00022258759522699966,2.366863905325444,12
OAS1,1.4334569669883175,27.067445719489978,9.391765714285716,0.01109625137359071,0.016660534688887837,2.366863905325444,12
