gene,mut_freq_pct,n_mut_samples
PCDHB15,6.903353057199212,35
MBTPS1,6.903353057199212,35
ADAMTS18,6.903353057199212,35
ITGAE,6.903353057199212,35
GARNL3,6.903353057199212,35
DENND5B,6.903353057199212,35
PDE10A,6.903353057199212,35
GPC5,6.903353057199212,35
APPL1,6.903353057199212,35
TMTC3,6.903353057199212,35
STXBP5L,6.903353057199212,35
DCAF8L1,6.903353057199212,35
TRPV3,6.903353057199212,35
THRAP3,6.903353057199212,35
SLC4A8,6.903353057199212,35
ESPL1,6.903353057199212,35
TFE3,6.903353057199212,35
NOVA1,6.903353057199212,35
RTN4,6.903353057199212,35
PLEKHG1,6.903353057199212,35
WNK1,6.903353057199212,35
TRPM4,6.903353057199212,35
TRPC7,6.903353057199212,35
PCDHB13,6.903353057199212,35
ERBB2,6.903353057199212,35
CDC27,6.903353057199212,35
C3orf20,6.903353057199212,35
TFDP1,6.903353057199212,35
L1TD1,6.903353057199212,35
NUP160,6.903353057199212,35
TOP2A,6.903353057199212,35
DSG2,6.903353057199212,35
OSBPL1A,6.903353057199212,35
FYB2,6.903353057199212,35
SPAG9,6.903353057199212,35
ANO3,6.903353057199212,35
PIWIL2,6.903353057199212,35
ZNF711,6.903353057199212,35
ADAM29,6.903353057199212,35
TNPO1,6.903353057199212,35
CCDC136,6.903353057199212,35
RAG1,6.903353057199212,35
PPP1R12A,6.903353057199212,35
AFF1,6.903353057199212,35
KL,6.903353057199212,35
MDGA2,6.903353057199212,35
MKRN3,6.903353057199212,35
PDE3B,6.903353057199212,35
COPB1,6.903353057199212,35
GABRG2,6.903353057199212,35
CCDC15,6.903353057199212,35
MYO5B,6.903353057199212,35
NTRK3,6.903353057199212,35
ZNF423,6.903353057199212,35
ZMAT1,6.903353057199212,35
ERN2,6.903353057199212,35
INPP5F,6.903353057199212,35
PNISR,6.903353057199212,35
UVRAG,6.903353057199212,35
TBC1D25,6.903353057199212,35
PAX6,6.903353057199212,35
RBM10,6.903353057199212,35
KDM6A,6.903353057199212,35
SLC26A8,6.903353057199212,35
HSP90AB1,6.903353057199212,35
FGD1,6.903353057199212,35
SMARCC2,6.903353057199212,35
LARP1B,6.903353057199212,35
BANK1,6.903353057199212,35
SYT16,6.903353057199212,35
IQCA1,6.903353057199212,35
SUPT20HL2,6.903353057199212,35
ABCC3,6.903353057199212,35
EXOC6,6.903353057199212,35
RREB1,6.903353057199212,35
ACSL4,6.903353057199212,35
DTX4,6.903353057199212,35
MUC5AC,6.903353057199212,35
ZNF687,6.903353057199212,35
CFTR,6.903353057199212,35
PDZRN4,6.903353057199212,35
GTF3C2,6.903353057199212,35
SEC16B,6.903353057199212,35
CNTNAP3,6.903353057199212,35
OSMR,6.903353057199212,35
HLTF,6.903353057199212,35
U2SURP,6.903353057199212,35
ITGA1,6.903353057199212,35
CDH2,6.903353057199212,35
BICC1,6.903353057199212,35
PHLPP2,6.903353057199212,35
SLC4A2,6.903353057199212,35
ADCY2,6.903353057199212,35
DIAPH1,6.903353057199212,35
BACH1,6.903353057199212,35
NFATC2,6.903353057199212,35
TBX22,6.903353057199212,35
JAKMIP2,6.903353057199212,35
CCDC146,6.903353057199212,35
FOCAD,6.903353057199212,35
HAUS6,6.903353057199212,35
ZHX2,6.903353057199212,35
ERCC6L2,6.903353057199212,35
TOPORS,6.903353057199212,35
TBC1D31,6.70611439842209,34
CCDC180,6.70611439842209,34
PCDHGA2,6.70611439842209,34
PIK3C3,6.70611439842209,34
ASAH2,6.70611439842209,34
RC3H2,6.70611439842209,34
ZNF782,6.70611439842209,34
GPR149,6.70611439842209,34
PLEKHG4B,6.70611439842209,34
ZBBX,6.70611439842209,34
SATB2,6.70611439842209,34
NRP2,6.70611439842209,34
RSF1,6.70611439842209,34
ZNF451,6.70611439842209,34
TRERF1,6.70611439842209,34
DCX,6.70611439842209,34
KLHL13,6.70611439842209,34
NKRF,6.70611439842209,34
TSC2,6.70611439842209,34
PJA1,6.70611439842209,34
TRHDE,6.70611439842209,34
KAT6B,6.70611439842209,34
PRAMEF20,6.70611439842209,34
SLC12A2,6.70611439842209,34
KIF2B,6.70611439842209,34
MID2,6.70611439842209,34
CWH43,6.70611439842209,34
UBR2,6.70611439842209,34
PCCA,6.70611439842209,34
MRC2,6.70611439842209,34
ACE,6.70611439842209,34
CLCN3,6.70611439842209,34
OTUD7B,6.70611439842209,34
ARHGAP4,6.70611439842209,34
IREB2,6.70611439842209,34
CEMIP,6.70611439842209,34
AARS2,6.70611439842209,34
EPHA8,6.70611439842209,34
SAMD3,6.70611439842209,34
HECA,6.70611439842209,34
LRRIQ3,6.70611439842209,34
PHLDB2,6.70611439842209,34
C2CD3,6.70611439842209,34
KIAA0319,6.70611439842209,34
ERCC4,6.70611439842209,34
ZNF275,6.70611439842209,34
EFHB,6.70611439842209,34
TNRC6C,6.70611439842209,34
CUL7,6.70611439842209,34
ZNF354B,6.70611439842209,34
ZBTB11,6.70611439842209,34
RGL2,6.70611439842209,34
TTC21B,6.70611439842209,34
THADA,6.70611439842209,34
SCAP,6.70611439842209,34
BMP2K,6.70611439842209,34
ALPK1,6.70611439842209,34
ATP7B,6.70611439842209,34
PMS2,6.70611439842209,34
GALC,6.70611439842209,34
MAGEE1,6.70611439842209,34
LTF,6.70611439842209,34
DACH2,6.70611439842209,34
KIF17,6.70611439842209,34
HIPK3,6.70611439842209,34
ERCC6L,6.70611439842209,34
ABCA2,6.70611439842209,34
TNPO3,6.70611439842209,34
PLEKHA5,6.70611439842209,34
KCNA5,6.70611439842209,34
NCKAP1L,6.70611439842209,34
LRRC37A3,6.70611439842209,34
ABCB6,6.70611439842209,34
MAGED2,6.70611439842209,34
ZBTB40,6.70611439842209,34
LUZP1,6.70611439842209,34
CILP,6.70611439842209,34
IQCH,6.70611439842209,34
SKOR1,6.70611439842209,34
AMY2B,6.70611439842209,34
FLG2,6.70611439842209,34
ADAMTSL4,6.70611439842209,34
GRIA1,6.70611439842209,34
ADAD1,6.70611439842209,34
TRAK1,6.70611439842209,34
ZNF540,6.70611439842209,34
PCDHB5,6.70611439842209,34
COL1A1,6.70611439842209,34
ATP1A3,6.70611439842209,34
ZNF132,6.70611439842209,34
NRG3,6.70611439842209,34
KIF11,6.70611439842209,34
CASK,6.70611439842209,34
ZNF41,6.70611439842209,34
ARAF,6.70611439842209,34
ZNF502,6.70611439842209,34
PPIP5K2,6.70611439842209,34
SHROOM3,6.70611439842209,34
ZNF780B,6.70611439842209,34
NLRP12,6.70611439842209,34
ZNF175,6.70611439842209,34
ZNF615,6.70611439842209,34
SHC1,6.70611439842209,34
ROBO3,6.70611439842209,34
STXBP5,6.70611439842209,34
C12orf50,6.70611439842209,34
IMPG2,6.70611439842209,34
SLC9A7,6.70611439842209,34
HEG1,6.70611439842209,34
ADCY6,6.70611439842209,34
DZIP1,6.70611439842209,34
CWC22,6.70611439842209,34
ADAMTS17,6.70611439842209,34
ABCB11,6.70611439842209,34
NEXN,6.70611439842209,34
PCDHGB4,6.70611439842209,34
GDPD2,6.70611439842209,34
GART,6.70611439842209,34
GABRB2,6.70611439842209,34
NPHP3,6.70611439842209,34
GALNT17,6.70611439842209,34
BAZ1B,6.70611439842209,34
CNGB3,6.70611439842209,34
KCNT1,6.70611439842209,34
ACSBG2,6.70611439842209,34
ADGRE1,6.70611439842209,34
AMPH,6.70611439842209,34
TBC1D23,6.70611439842209,34
MTMR3,6.70611439842209,34
MOV10L1,6.70611439842209,34
SMC1B,6.70611439842209,34
HPS3,6.70611439842209,34
RAD54B,6.70611439842209,34
PPP1R9A,6.70611439842209,34
JMY,6.70611439842209,34
TRIM33,6.70611439842209,34
DSE,6.70611439842209,34
PITPNM1,6.70611439842209,34
LRP5,6.70611439842209,34
DDX10,6.70611439842209,34
MBD1,6.70611439842209,34
CTTNBP2,6.70611439842209,34
LCOR,6.70611439842209,34
RET,6.70611439842209,34
SLC9A6,6.70611439842209,34
KEL,6.70611439842209,34
TSGA10,6.70611439842209,34
TXLNB,6.70611439842209,34
ASAP2,6.70611439842209,34
CCND1,6.70611439842209,34
FAM184A,6.70611439842209,34
ZNF280C,6.70611439842209,34
SEZ6L2,6.70611439842209,34
CATSPERB,6.70611439842209,34
THEMIS,6.70611439842209,34
FER,6.70611439842209,34
NETO1,6.70611439842209,34
TBX5,6.70611439842209,34
MYO1F,6.70611439842209,34
ZNF471,6.70611439842209,34
TJP2,6.70611439842209,34
SPATA31A3,6.508875739644971,33
AGTPBP1,6.508875739644971,33
NLGN1,6.508875739644971,33
FNDC3B,6.508875739644971,33
MECOM,6.508875739644971,33
KIAA1614,6.508875739644971,33
OGT,6.508875739644971,33
EVI5,6.508875739644971,33
NOL6,6.508875739644971,33
CUX2,6.508875739644971,33
DHX36,6.508875739644971,33
TJP3,6.508875739644971,33
USP29,6.508875739644971,33
AFG3L2,6.508875739644971,33
FHDC1,6.508875739644971,33
CDH1,6.508875739644971,33
PROX1,6.508875739644971,33
AOC1,6.508875739644971,33
CASP5,6.508875739644971,33
PIK3C2G,6.508875739644971,33
CEP126,6.508875739644971,33
F13B,6.508875739644971,33
CCDC173,6.508875739644971,33
INO80,6.508875739644971,33
CAPN6,6.508875739644971,33
XPNPEP2,6.508875739644971,33
PPP4R4,6.508875739644971,33
CCSER1,6.508875739644971,33
UBQLN2,6.508875739644971,33
SIGLEC10,6.508875739644971,33
PPP1R26,6.508875739644971,33
SLC4A5,6.508875739644971,33
DRC7,6.508875739644971,33
TLR5,6.508875739644971,33
SALL1,6.508875739644971,33
RBM25,6.508875739644971,33
ACSM2B,6.508875739644971,33
EIF5B,6.508875739644971,33
FLRT2,6.508875739644971,33
AMPD1,6.508875739644971,33
UBE3C,6.508875739644971,33
DPP6,6.508875739644971,33
PPP6R3,6.508875739644971,33
PSD2,6.508875739644971,33
BRD8,6.508875739644971,33
ZBTB33,6.508875739644971,33
FIG4,6.508875739644971,33
LRIG2,6.508875739644971,33
ITGA10,6.508875739644971,33
COL2A1,6.508875739644971,33
PDE8B,6.508875739644971,33
ERAP2,6.508875739644971,33
JAK2,6.508875739644971,33
SRRM4,6.508875739644971,33
GAD2,6.508875739644971,33
CACNB2,6.508875739644971,33
EFCAB13,6.508875739644971,33
PGAP1,6.508875739644971,33
MPEG1,6.508875739644971,33
PCDHA7,6.508875739644971,33
PCDH12,6.508875739644971,33
ITPRID2,6.508875739644971,33
ZCCHC14,6.508875739644971,33
CCDC141,6.508875739644971,33
NUP188,6.508875739644971,33
VPS54,6.508875739644971,33
LRPPRC,6.508875739644971,33
SLC12A6,6.508875739644971,33
MYO1E,6.508875739644971,33
DDR2,6.508875739644971,33
SMCR8,6.508875739644971,33
EHMT1,6.508875739644971,33
LIG1,6.508875739644971,33
LIPE,6.508875739644971,33
SHANK1,6.508875739644971,33
SEC24A,6.508875739644971,33
ADGRL4,6.508875739644971,33
FMNL1,6.508875739644971,33
POF1B,6.508875739644971,33
KIAA0753,6.508875739644971,33
DEPDC1,6.508875739644971,33
LEPR,6.508875739644971,33
RTL5,6.508875739644971,33
ABCC10,6.508875739644971,33
SLC12A7,6.508875739644971,33
IL31RA,6.508875739644971,33
FAM120B,6.508875739644971,33
COL28A1,6.508875739644971,33
NRG1,6.508875739644971,33
ERC1,6.508875739644971,33
PAMR1,6.508875739644971,33
HCN4,6.508875739644971,33
PASK,6.508875739644971,33
ATP2B2,6.508875739644971,33
MTMR1,6.508875739644971,33
HTATSF1,6.508875739644971,33
GALNT15,6.508875739644971,33
CDH20,6.508875739644971,33
CCDC160,6.508875739644971,33
ATP8B2,6.508875739644971,33
ADGRL1,6.508875739644971,33
HSPA4L,6.508875739644971,33
PPEF1,6.508875739644971,33
NLGN4X,6.508875739644971,33
MAN2B1,6.508875739644971,33
NCAN,6.508875739644971,33
ZNF257,6.508875739644971,33
CCDC27,6.508875739644971,33
MYRF,6.508875739644971,33
KCNU1,6.508875739644971,33
LRFN2,6.508875739644971,33
DAAM2,6.508875739644971,33
SLCO1B3,6.508875739644971,33
UGGT2,6.508875739644971,33
PAPOLA,6.508875739644971,33
INO80D,6.508875739644971,33
CD93,6.508875739644971,33
NEK5,6.508875739644971,33
SNED1,6.508875739644971,33
DAAM1,6.508875739644971,33
GRM4,6.508875739644971,33
NLRP7,6.508875739644971,33
ITIH5,6.508875739644971,33
MAST3,6.508875739644971,33
ATP8A1,6.508875739644971,33
LRIG1,6.508875739644971,33
NOD2,6.508875739644971,33
CIITA,6.508875739644971,33
IKBKB,6.508875739644971,33
SENP6,6.508875739644971,33
ALB,6.508875739644971,33
UFL1,6.508875739644971,33
PRICKLE3,6.508875739644971,33
ACTN1,6.508875739644971,33
HELQ,6.508875739644971,33
HERC5,6.508875739644971,33
HELB,6.508875739644971,33
RXFP2,6.508875739644971,33
DCAF4L1,6.508875739644971,33
LIMCH1,6.508875739644971,33
ZNF546,6.508875739644971,33
ZNF569,6.508875739644971,33
ULK4,6.508875739644971,33
TPTE2,6.508875739644971,33
SCEL,6.508875739644971,33
ERC2,6.508875739644971,33
DGKH,6.508875739644971,33
KBTBD6,6.508875739644971,33
NRCAM,6.508875739644971,33
ATP2B1,6.508875739644971,33
CARMIL2,6.508875739644971,33
ADCY5,6.508875739644971,33
CASR,6.508875739644971,33
ZNF674,6.508875739644971,33
IGSF22,6.508875739644971,33
RPS6KA2,6.508875739644971,33
EIF2AK1,6.508875739644971,33
PIK3AP1,6.508875739644971,33
EMC1,6.508875739644971,33
GOLGA3,6.508875739644971,33
MTSS1,6.508875739644971,33
CYP7B1,6.508875739644971,33
TAF3,6.508875739644971,33
NDST4,6.508875739644971,33
MMP16,6.508875739644971,33
DDX50,6.508875739644971,33
C10orf90,6.508875739644971,33
GPAM,6.508875739644971,33
STS,6.508875739644971,33
RASA2,6.508875739644971,33
ACE2,6.508875739644971,33
ZNF624,6.508875739644971,33
ATP13A4,6.508875739644971,33
PER3,6.508875739644971,33
ZNF182,6.508875739644971,33
PPP2R5A,6.508875739644971,33
FAM193A,6.508875739644971,33
HCFC2,6.508875739644971,33
STARD13,6.508875739644971,33
SPART,6.508875739644971,33
COL18A1,6.508875739644971,33
TRAPPC10,6.508875739644971,33
HNRNPUL1,6.508875739644971,33
SYNRG,6.508875739644971,33
CDH4,6.508875739644971,33
FAM91A1,6.508875739644971,33
HPSE2,6.508875739644971,33
HPS1,6.508875739644971,33
SLC26A5,6.508875739644971,33
ATP9B,6.508875739644971,33
EGFLAM,6.508875739644971,33
APP,6.508875739644971,33
GNAS,6.508875739644971,33
APLP1,6.508875739644971,33
PCDHB16,6.508875739644971,33
WASHC4,6.508875739644971,33
NAA25,6.508875739644971,33
ELP1,6.508875739644971,33
ADAMTS13,6.508875739644971,33
F9,6.508875739644971,33
PTPN3,6.508875739644971,33
TRAPPC11,6.508875739644971,33
LINGO2,6.508875739644971,33
NTRK2,6.508875739644971,33
FRMD3,6.508875739644971,33
ZNF700,6.508875739644971,33
ASAP1,6.31163708086785,32
COL9A3,6.31163708086785,32
DACT1,6.31163708086785,32
SLC20A2,6.31163708086785,32
UPF2,6.31163708086785,32
CCDC40,6.31163708086785,32
BRSK1,6.31163708086785,32
RGS9,6.31163708086785,32
IFI16,6.31163708086785,32
CAND1,6.31163708086785,32
BCL6,6.31163708086785,32
PIGR,6.31163708086785,32
SSH1,6.31163708086785,32
THNSL1,6.31163708086785,32
GOLGA2,6.31163708086785,32
CTNNBL1,6.31163708086785,32
ZNF766,6.31163708086785,32
ZNF607,6.31163708086785,32
WASHC2A,6.31163708086785,32
C10orf71,6.31163708086785,32
WASF3,6.31163708086785,32
RNF6,6.31163708086785,32
AGAP2,6.31163708086785,32
CLIP1,6.31163708086785,32
KDM2B,6.31163708086785,32
BBX,6.31163708086785,32
HAUS3,6.31163708086785,32
ARHGAP22,6.31163708086785,32
NEFM,6.31163708086785,32
NOS3,6.31163708086785,32
ZNF112,6.31163708086785,32
YTHDC1,6.31163708086785,32
PRX,6.31163708086785,32
NCOA3,6.31163708086785,32
SLC13A1,6.31163708086785,32
ABCG2,6.31163708086785,32
WDHD1,6.31163708086785,32
KAT2B,6.31163708086785,32
SLITRK6,6.31163708086785,32
RNF31,6.31163708086785,32
HERC4,6.31163708086785,32
LRGUK,6.31163708086785,32
EXOC4,6.31163708086785,32
RAE1,6.31163708086785,32
ZNF548,6.31163708086785,32
KCTD8,6.31163708086785,32
ITGA2B,6.31163708086785,32
TTI1,6.31163708086785,32
R3HCC1L,6.31163708086785,32
TMPRSS15,6.31163708086785,32
KIRREL2,6.31163708086785,32
KCNQ2,6.31163708086785,32
ULK2,6.31163708086785,32
MPRIP,6.31163708086785,32
CLCN2,6.31163708086785,32
YEATS2,6.31163708086785,32
ACAP2,6.31163708086785,32
DGKG,6.31163708086785,32
SLC16A7,6.31163708086785,32
POGZ,6.31163708086785,32
FARP1,6.31163708086785,32
VIT,6.31163708086785,32
ANKRD44,6.31163708086785,32
PTPRN,6.31163708086785,32
PLB1,6.31163708086785,32
PRSS12,6.31163708086785,32
LMBRD2,6.31163708086785,32
NCKAP5L,6.31163708086785,32
ARHGEF7,6.31163708086785,32
LHCGR,6.31163708086785,32
RXFP1,6.31163708086785,32
GCC1,6.31163708086785,32
SPAG1,6.31163708086785,32
PLOD3,6.31163708086785,32
ZNF14,6.31163708086785,32
EIF4ENIF1,6.31163708086785,32
GEMIN5,6.31163708086785,32
RBM12B,6.31163708086785,32
SLC26A7,6.31163708086785,32
HK1,6.31163708086785,32
BMPER,6.31163708086785,32
EDRF1,6.31163708086785,32
PRRG1,6.31163708086785,32
WDR59,6.31163708086785,32
UROC1,6.31163708086785,32
ABR,6.31163708086785,32
DENND2C,6.31163708086785,32
LRRTM4,6.31163708086785,32
COL6A1,6.31163708086785,32
MPHOSPH10,6.31163708086785,32
ZC3H6,6.31163708086785,32
SV2B,6.31163708086785,32
C12orf40,6.31163708086785,32
AMER3,6.31163708086785,32
ATP2A3,6.31163708086785,32
FBLN2,6.31163708086785,32
SORBS1,6.31163708086785,32
ANLN,6.31163708086785,32
PODN,6.31163708086785,32
DCBLD2,6.31163708086785,32
USP11,6.31163708086785,32
EZHIP,6.31163708086785,32
SYTL5,6.31163708086785,32
ZNF81,6.31163708086785,32
KCNA3,6.31163708086785,32
WDR33,6.31163708086785,32
NUP133,6.31163708086785,32
DNMT3A,6.31163708086785,32
KCTD19,6.31163708086785,32
AGBL2,6.31163708086785,32
SLC7A3,6.31163708086785,32
NHSL2,6.31163708086785,32
NONO,6.31163708086785,32
SIM1,6.31163708086785,32
ARAP1,6.31163708086785,32
MSH5,6.31163708086785,32
NKAP,6.31163708086785,32
PTPN23,6.31163708086785,32
CLCN4,6.31163708086785,32
TTBK2,6.31163708086785,32
MTMR10,6.31163708086785,32
CUL5,6.31163708086785,32
CLCA2,6.31163708086785,32
SYDE2,6.31163708086785,32
SEC63,6.31163708086785,32
PPP1R12B,6.31163708086785,32
GJA10,6.31163708086785,32
PDPR,6.31163708086785,32
PPP1R13B,6.31163708086785,32
PCSK1,6.31163708086785,32
PYGM,6.31163708086785,32
SLC44A5,6.31163708086785,32
PLA2G4A,6.31163708086785,32
DCAF6,6.31163708086785,32
PWWP3B,6.31163708086785,32
CD163,6.31163708086785,32
NAALAD2,6.31163708086785,32
EPHA10,6.31163708086785,32
FSD2,6.31163708086785,32
SLC4A7,6.31163708086785,32
GLUD2,6.31163708086785,32
MLH1,6.31163708086785,32
MAMLD1,6.31163708086785,32
WDR90,6.31163708086785,32
ADNP2,6.31163708086785,32
PRDM16,6.31163708086785,32
TTC17,6.31163708086785,32
TNKS1BP1,6.31163708086785,32
CDK12,6.31163708086785,32
TMEM132E,6.31163708086785,32
SMARCAL1,6.31163708086785,32
KANSL1L,6.31163708086785,32
PABPC5,6.31163708086785,32
ATF6,6.31163708086785,32
SPAG5,6.31163708086785,32
BCAN,6.31163708086785,32
KIRREL1,6.31163708086785,32
KIAA0319L,6.31163708086785,32
USP36,6.31163708086785,32
DYM,6.31163708086785,32
MYSM1,6.31163708086785,32
DDX42,6.31163708086785,32
AGAP1,6.31163708086785,32
NGEF,6.31163708086785,32
CCAR2,6.31163708086785,32
PPEF2,6.31163708086785,32
DDX4,6.31163708086785,32
ITGA2,6.31163708086785,32
SAFB,6.31163708086785,32
PLIN4,6.31163708086785,32
ZNF835,6.31163708086785,32
FNIP2,6.31163708086785,32
VAV1,6.31163708086785,32
RUBCN,6.31163708086785,32
TBL1XR1,6.31163708086785,32
NIBAN1,6.31163708086785,32
RGL1,6.31163708086785,32
ELAPOR2,6.31163708086785,32
ZNF484,6.31163708086785,32
SLC6A3,6.31163708086785,32
CCDC102B,6.31163708086785,32
NEDD4L,6.31163708086785,32
EPHA2,6.31163708086785,32
WDR36,6.11439842209073,31
NSUN2,6.11439842209073,31
FGD3,6.11439842209073,31
DDX58,6.11439842209073,31
IFT80,6.11439842209073,31
MAGEL2,6.11439842209073,31
TYK2,6.11439842209073,31
PPP4R1,6.11439842209073,31
DPP9,6.11439842209073,31
SAFB2,6.11439842209073,31
ZNF217,6.11439842209073,31
CTAGE1,6.11439842209073,31
GAREM1,6.11439842209073,31
RNF20,6.11439842209073,31
PPM1D,6.11439842209073,31
IGF2BP1,6.11439842209073,31
SATB1,6.11439842209073,31
RPTOR,6.11439842209073,31
SNX19,6.11439842209073,31
PRPF4B,6.11439842209073,31
HPS5,6.11439842209073,31
SYNGAP1,6.11439842209073,31
MEP1A,6.11439842209073,31
ODF2L,6.11439842209073,31
XPO7,6.11439842209073,31
BMP1,6.11439842209073,31
GALNT8,6.11439842209073,31
CASZ1,6.11439842209073,31
NFATC1,6.11439842209073,31
RASGRF1,6.11439842209073,31
BNC1,6.11439842209073,31
EMSY,6.11439842209073,31
SKIV2L,6.11439842209073,31
CTNNA1,6.11439842209073,31
SOBP,6.11439842209073,31
SMG7,6.11439842209073,31
ITGA6,6.11439842209073,31
RAP1GAP2,6.11439842209073,31
GALNT3,6.11439842209073,31
SLC3A2,6.11439842209073,31
PCDHB4,6.11439842209073,31
ANKRD13C,6.11439842209073,31
STAT3,6.11439842209073,31
LNPEP,6.11439842209073,31
ZFP90,6.11439842209073,31
PPFIA4,6.11439842209073,31
SLC6A14,6.11439842209073,31
EPHA7,6.11439842209073,31
AP1G1,6.11439842209073,31
GLG1,6.11439842209073,31
VCAM1,6.11439842209073,31
ASMTL,6.11439842209073,31
HTR2C,6.11439842209073,31
PCDHGC4,6.11439842209073,31
PLCB3,6.11439842209073,31
MMUT,6.11439842209073,31
CCDC186,6.11439842209073,31
DENND1C,6.11439842209073,31
ARHGEF18,6.11439842209073,31
SYTL4,6.11439842209073,31
ARMCX5-GPRASP2,6.11439842209073,31
TENT5D,6.11439842209073,31
ACSM3,6.11439842209073,31
DDX17,6.11439842209073,31
NCOA7,6.11439842209073,31
PTPRJ,6.11439842209073,31
SLC6A5,6.11439842209073,31
PHACTR2,6.11439842209073,31
TAS1R2,6.11439842209073,31
AKAP7,6.11439842209073,31
EYA4,6.11439842209073,31
SGK1,6.11439842209073,31
TTLL5,6.11439842209073,31
GEN1,6.11439842209073,31
REXO5,6.11439842209073,31
ABCD1,6.11439842209073,31
PLEKHH1,6.11439842209073,31
BLM,6.11439842209073,31
KCTD3,6.11439842209073,31
RNF40,6.11439842209073,31
KIF3A,6.11439842209073,31
ITGAX,6.11439842209073,31
PHKB,6.11439842209073,31
CNNM1,6.11439842209073,31
NLRP10,6.11439842209073,31
CFAP69,6.11439842209073,31
SH3PXD2A,6.11439842209073,31
ACVR1,6.11439842209073,31
ACIN1,6.11439842209073,31
ATF7IP2,6.11439842209073,31
TOGARAM2,6.11439842209073,31
STON1,6.11439842209073,31
PRDM10,6.11439842209073,31
TTC30A,6.11439842209073,31
AP4B1,6.11439842209073,31
PKD1L2,6.11439842209073,31
PIK3R5,6.11439842209073,31
SCML2,6.11439842209073,31
TNPO2,6.11439842209073,31
DLG4,6.11439842209073,31
SEC24C,6.11439842209073,31
PEAR1,6.11439842209073,31
CSF2RB,6.11439842209073,31
MORC2,6.11439842209073,31
MN1,6.11439842209073,31
ZNF429,6.11439842209073,31
BCR,6.11439842209073,31
SEMA3C,6.11439842209073,31
SEMA3D,6.11439842209073,31
INTS8,6.11439842209073,31
SCLT1,6.11439842209073,31
KCTD16,6.11439842209073,31
TIMELESS,6.11439842209073,31
FAP,6.11439842209073,31
SLC8A1,6.11439842209073,31
EML4,6.11439842209073,31
RPGRIP1,6.11439842209073,31
PC,6.11439842209073,31
ATN1,6.11439842209073,31
MARCHF6,6.11439842209073,31
CCDC110,6.11439842209073,31
ARMH4,6.11439842209073,31
GABRG3,6.11439842209073,31
TNIP3,6.11439842209073,31
EXOSC9,6.11439842209073,31
C14orf39,6.11439842209073,31
BRPF1,6.11439842209073,31
SLC39A10,6.11439842209073,31
ITGAV,6.11439842209073,31
SESTD1,6.11439842209073,31
C2CD6,6.11439842209073,31
FBXO38,6.11439842209073,31
CASS4,6.11439842209073,31
AASS,6.11439842209073,31
IQUB,6.11439842209073,31
RRP12,6.11439842209073,31
RXFP3,6.11439842209073,31
ZHX1,6.11439842209073,31
ADAMTS14,6.11439842209073,31
ZNF335,6.11439842209073,31
UNC45B,6.11439842209073,31
XYLT2,6.11439842209073,31
WDR19,6.11439842209073,31
GABRA2,6.11439842209073,31
ZNF304,6.11439842209073,31
LIN9,6.11439842209073,31
FBXL3,6.11439842209073,31
DIS3,6.11439842209073,31
SP4,6.11439842209073,31
OR14C36,6.11439842209073,31
GRIP2,6.11439842209073,31
TET2,6.11439842209073,31
TBCK,6.11439842209073,31
PYHIN1,6.11439842209073,31
SEC24B,6.11439842209073,31
UGT8,6.11439842209073,31
PTK2,6.11439842209073,31
LENG8,6.11439842209073,31
PPP1R12C,6.11439842209073,31
ZNF347,6.11439842209073,31
HSPA4,6.11439842209073,31
PKD2L2,6.11439842209073,31
TMC4,6.11439842209073,31
TNKS,6.11439842209073,31
CFAP45,6.11439842209073,31
IFT88,6.11439842209073,31
LATS2,6.11439842209073,31
CDK13,6.11439842209073,31
SEMA4F,6.11439842209073,31
PRPF40B,6.11439842209073,31
FMNL3,6.11439842209073,31
MTTP,6.11439842209073,31
FOXO1,6.11439842209073,31
CATSPERG,6.11439842209073,31
ACTN4,6.11439842209073,31
CD22,6.11439842209073,31
MTMR4,6.11439842209073,31
HEATR6,6.11439842209073,31
CTCFL,6.11439842209073,31
MEGF6,6.11439842209073,31
KANK1,6.11439842209073,31
SV2C,6.11439842209073,31
SART3,6.11439842209073,31
TRPV4,6.11439842209073,31
SEMA3E,6.11439842209073,31
MTUS1,6.11439842209073,31
AEBP1,6.11439842209073,31
EGFR,6.11439842209073,31
CFAP91,6.11439842209073,31
ATP2B4,6.11439842209073,31
RASAL1,6.11439842209073,31
SELP,6.11439842209073,31
LRIG3,6.11439842209073,31
CEP89,6.11439842209073,31
NFKB1,6.11439842209073,31
ZNF665,6.11439842209073,31
ZNF366,6.11439842209073,31
FOXA2,6.11439842209073,31
RASAL3,6.11439842209073,31
NLRP2,6.11439842209073,31
SNTG1,6.11439842209073,31
ENPP2,6.11439842209073,31
FKBP15,6.11439842209073,31
AGXT2,6.11439842209073,31
NSD2,6.11439842209073,31
TLE4,6.11439842209073,31
TSHR,6.11439842209073,31
NOL8,6.11439842209073,31
ANKRD20A4P,6.11439842209073,31
SMC5,6.11439842209073,31
TMC1,6.11439842209073,31
ANKRD20A1,5.9171597633136095,30
ABCD2,5.9171597633136095,30
CRIM1,5.9171597633136095,30
MDGA1,5.9171597633136095,30
ZNF235,5.9171597633136095,30
EXOC3,5.9171597633136095,30
C9,5.9171597633136095,30
ZNF630,5.9171597633136095,30
GABRG1,5.9171597633136095,30
TGM6,5.9171597633136095,30
FHOD1,5.9171597633136095,30
