sample,grade,n_cells,IS3_mean,IS5_mean,VTCN1_mean,CD8A_mean,CD68_mean,IS3_minus_IS5,frac_IS3_high,frac_IS5_high
HEEC1,High,24823,3.354879588358707e-17,2.94694038605975e-17,0.058735849816702254,0.028239938766466584,0.040486645449784475,4.079392022989568e-18,0.2305925955766829,0.27853200660677596
LEEC1,Low,3363,2.4264463963707703e-18,5.008981797746174e-17,0.4490038655961939,0.015165031222123104,0.005055010407374368,-4.766337158109097e-17,0.19625334522747548,0.15938150460898007
MEEC1,Middle,1599,7.109871026992872e-17,4.372501249266369e-17,1.2382739212007505,0.0031269543464665416,0.010006253908692933,2.7373697777265036e-17,0.2482801751094434,0.2876797998749218
